train/ent_coef,time/episodes,rollout/ep_len_mean,time/fps,rollout/success_rate,train/learning_rate,train/actor_loss,time/total_timesteps,train/ent_coef_loss,train/critic_loss,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,eval/mean_reward,eval/success_rate,eval/mean_ep_length
0.2974378764629364,260,19.95,10,0.01,0.0003,-76.56224822998047,5118,-2.3706984519958496,62.65626525878906,507,4817,63.68397764000001,,,
0.29208919405937195,264,19.95,10,0.01,0.0003,-78.56073760986328,5198,-2.4285788536071777,57.05256652832031,512,4897,62.306140729999996,,,
0.2868645191192627,268,19.95,10,0.01,0.0003,-79.62020111083984,5278,-2.315401315689087,50.76993942260742,518,4977,64.74374585000001,,,
0.28194695711135864,272,19.95,10,0.01,0.0003,-81.51493835449219,5358,-2.5446865558624268,68.65826416015625,522,5057,64.89536433,,,
0.2769099175930023,276,19.95,10,0.01,0.0003,-81.44532012939453,5438,-2.887140989303589,64.4069595336914,527,5137,64.54539603,,,
0.2731352150440216,,,,,0.0003,-81.49099731445312,5500,-2.494777202606201,78.39009094238281,,5199,,73.07222815,0.0,20.0
0.27204829454421997,280,19.95,10,0.01,0.0003,-80.675537109375,5518,-2.100053310394287,108.94941711425781,548,5217,64.26787424999999,,,
0.26778897643089294,284,19.95,10,0.01,0.0003,-81.40216827392578,5598,-2.4796485900878906,66.57677459716797,553,5297,64.26759946000001,,,
0.2635299563407898,288,19.95,10,0.01,0.0003,-84.54055786132812,5678,-2.2315618991851807,85.28062438964844,558,5377,64.35485308999999,,,
0.2594049870967865,292,19.95,10,0.01,0.0003,-86.50898742675781,5758,-2.08522891998291,63.88144302368164,563,5457,65.20974385000001,,,
0.25559166073799133,296,19.95,10,0.01,0.0003,-85.90459442138672,5838,-2.2814931869506836,64.09954833984375,568,5537,65.80733115000001,,,
0.2517869770526886,300,19.95,10,0.01,0.0003,-88.78926849365234,5918,-1.591447114944458,81.37156677246094,573,5617,66.74837736,,,
0.24783079326152802,304,19.95,10,0.01,0.0003,-87.30715942382812,5998,-1.9623031616210938,82.7904281616211,578,5697,66.82894487,,,
0.24773098528385162,,,,,0.0003,-87.51963806152344,6000,-2.2043275833129883,89.9017562866211,,5699,,64.4651534,0.0,20.0
0.2441122978925705,308,20.0,10,0.0,0.0003,-89.73238372802734,6078,-2.176354169845581,90.33666229248047,598,5777,66.93039092999999,,,
0.2406313568353653,312,20.0,10,0.0,0.0003,-90.1420669555664,6158,-1.7992254495620728,81.71015167236328,603,5857,66.88455795,,,
0.23739923536777496,316,20.0,10,0.0,0.0003,-95.69181060791016,6238,-0.9444561004638672,118.2447280883789,608,5937,66.16831297,,,
0.23423288762569427,320,20.0,10,0.0,0.0003,-93.36109924316406,6318,-1.6162872314453125,82.66627502441406,613,6017,66.25422735,,,
0.23104658722877502,324,20.0,10,0.0,0.0003,-93.52607727050781,6398,-1.6775027513504028,75.49789428710938,618,6097,66.87807375999999,,,
0.22785507142543793,328,20.0,10,0.0,0.0003,-95.41521453857422,6478,-2.187892436981201,85.53828430175781,622,6177,64.91621263,,,
0.22700157761573792,,,,,0.0003,-97.94737243652344,6500,-1.462632656097412,82.90975952148438,,6199,,69.57978690000002,0.0,20.0
