rollout/ep_len_mean,rollout/ep_rew_mean,curriculum/stage_index,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,curriculum/randomize_probability,rollout/success_rate,train/ent_coef,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/success_rate,eval/mean_ep_length,eval/mean_reward
20.0,35.32668296,0.0,24,369,9121,744,0.0,0.0,0.009999999776482582,16240,134.34554290771484,0.0003,-323.95265197753906,,,
20.0,35.258505910000004,0.0,24,372,9201,748,0.0,0.0,0.009999999776482582,16400,220.72662734985352,0.0003,-324.20420837402344,,,
20.0,34.24650795,0.0,24,375,9281,752,0.0,0.0,0.009999999776482582,16560,133.0908432006836,0.0003,-327.8480987548828,,,
20.0,34.19343687,0.0,24,378,9361,756,0.0,0.0,0.009999999776482582,16720,184.85906219482422,0.0003,-327.5048065185547,,,
20.0,34.72798056,0.0,24,382,9441,760,0.0,0.0,0.009999999776482582,16880,129.2635040283203,0.0003,-328.8557434082031,,,
20.0,33.80082941,0.0,24,385,9521,764,0.0,0.0,0.009999999776482582,17040,92.81201553344727,0.0003,-328.7150115966797,,,
20.0,34.32565126,0.0,24,388,9601,768,0.0,0.0,0.009999999776482582,17200,120.54924011230469,0.0003,-332.3435821533203,,,
20.0,34.23693294,0.0,24,391,9681,772,0.0,0.0,0.009999999776482582,17360,184.17841339111328,0.0003,-331.8770294189453,,,
20.0,34.28270209,0.0,24,394,9761,776,0.0,0.0,0.009999999776482582,17520,151.20954132080078,0.0003,-332.2807922363281,,,
20.0,34.28270209,0.0,24,397,9841,780,0.0,0.0,0.009999999776482582,17680,152.25184631347656,0.0003,-333.95811462402344,,,
20.0,33.608937329999996,0.0,24,400,9921,784,0.0,0.0,0.009999999776482582,17840,104.11044311523438,0.0003,-341.2588348388672,,,
20.0,31.997188689999994,0.0,24,410,10001,788,0.0,0.0,0.009999999776482582,18000,117.32403182983398,0.0003,-343.6632843017578,0.0,20.0,-3.7149457325110795
20.0,30.732872440000005,0.0,24,414,10081,792,0.0,0.0,0.009999999776482582,18160,172.07359313964844,0.0003,-343.4009552001953,,,
20.0,29.51452469,0.0,24,417,10161,796,0.0,0.0,0.009999999776482582,18320,179.44590759277344,0.0003,-343.0140075683594,,,
20.0,28.00495863,0.0,24,420,10241,800,0.0,0.0,0.009999999776482582,18480,124.54483032226562,0.0003,-342.39463806152344,,,
20.0,26.43094893,0.0,24,423,10321,804,0.0,0.0,0.009999999776482582,18640,198.5046844482422,0.0003,-341.590087890625,,,
20.0,24.89445786,0.0,24,427,10401,808,0.0,0.0,0.009999999776482582,18800,91.5139274597168,0.0003,-343.4441833496094,,,
20.0,23.21458029,0.0,24,430,10481,812,0.0,0.0,0.009999999776482582,18960,134.47933959960938,0.0003,-340.98046875,,,
20.0,22.03783988,0.0,24,433,10561,816,0.0,0.0,0.009999999776482582,19120,201.63819885253906,0.0003,-342.19801330566406,,,
20.0,21.046108359999998,0.0,24,436,10641,820,0.0,0.0,0.009999999776482582,19280,116.17300415039062,0.0003,-340.7443389892578,,,
20.0,19.79914923,0.0,24,440,10721,824,0.0,0.0,0.009999999776482582,19440,132.0535430908203,0.0003,-339.2844696044922,,,
20.0,18.06474468,0.0,24,443,10801,828,0.0,0.0,0.009999999776482582,19600,151.98360443115234,0.0003,-338.56031799316406,,,
20.0,16.89483597,0.0,24,446,10881,832,0.0,0.0,0.009999999776482582,19760,74.92205810546875,0.0003,-335.6210174560547,,,
20.0,16.16170433,0.0,24,450,10961,836,0.0,0.0,0.009999999776482582,19920,107.23444366455078,0.0003,-335.5873718261719,,,
20.0,15.30461649,0.0,24,453,11041,840,0.0,0.0,0.009999999776482582,20080,88.88648223876953,0.0003,-335.33616638183594,,,
20.0,14.124295589999997,0.0,24,456,11121,844,0.0,0.0,0.009999999776482582,20240,117.23028564453125,0.0003,-334.4038391113281,,,
20.0,13.296380640000002,0.0,24,460,11201,848,0.0,0.0,0.009999999776482582,20400,84.06131744384766,0.0003,-332.5874938964844,,,
20.0,13.15366222,0.0,24,463,11281,852,0.0,0.0,0.009999999776482582,20560,120.56501007080078,0.0003,-331.9787139892578,,,
20.0,12.245251119999999,0.0,24,467,11361,856,0.0,0.0,0.009999999776482582,20720,86.21356201171875,0.0003,-332.4585876464844,,,
20.0,11.32369727,0.0,24,470,11441,860,0.0,0.0,0.009999999776482582,20880,55.27474784851074,0.0003,-328.1893310546875,,,
20.0,11.35575771,0.0,24,473,11521,864,0.0,0.0,0.009999999776482582,21040,94.29729080200195,0.0003,-329.8005065917969,,,
20.0,10.42025997,0.0,24,477,11601,868,0.0,0.0,0.009999999776482582,21200,123.10533905029297,0.0003,-328.34913635253906,,,
20.0,9.726077230000001,0.0,24,480,11681,872,0.0,0.0,0.009999999776482582,21360,81.15483856201172,0.0003,-325.8471984863281,,,
20.0,8.980733180000001,0.0,24,484,11761,876,0.0,0.0,0.009999999776482582,21520,109.5783462524414,0.0003,-325.2594451904297,,,
20.0,7.4423232200000005,0.0,24,487,11841,880,0.0,0.0,0.009999999776482582,21680,63.839111328125,0.0003,-324.3942565917969,,,
20.0,7.23708515,0.0,24,490,11921,884,0.0,0.0,0.009999999776482582,21840,83.20829391479492,0.0003,-324.8911590576172,,,
20.0,8.02523388,0.0,24,499,12001,888,0.0,0.0,0.009999999776482582,22000,87.37821960449219,0.0003,-325.4283447265625,0.0,20.0,10.319100367591139
20.0,9.320832460000002,0.0,24,502,12081,892,0.0,0.0,0.009999999776482582,22160,58.01183891296387,0.0003,-325.77049255371094,,,
20.0,10.096674179999999,0.0,24,505,12161,896,0.0,0.0,0.009999999776482582,22320,112.5691909790039,0.0003,-324.6825256347656,,,
20.0,11.385262149999999,0.0,24,508,12241,900,0.0,0.0,0.009999999776482582,22480,87.27727508544922,0.0003,-325.72816467285156,,,
20.0,12.922265730000001,0.0,24,511,12321,904,0.0,0.0,0.009999999776482582,22640,82.01381301879883,0.0003,-323.4095153808594,,,
20.0,14.534000530000004,0.0,24,515,12401,908,0.0,0.0,0.009999999776482582,22800,90.0991096496582,0.0003,-327.33616638183594,,,
20.0,16.2859484,0.0,24,518,12481,912,0.0,0.0,0.009999999776482582,22960,72.73937225341797,0.0003,-326.20440673828125,,,
20.0,18.049583839999997,0.0,24,521,12561,916,0.0,0.0,0.009999999776482582,23120,119.84225463867188,0.0003,-327.53565979003906,,,
20.0,20.01605934,0.0,24,524,12641,920,0.0,0.0,0.009999999776482582,23280,95.66204452514648,0.0003,-328.1212615966797,,,
20.0,21.476642860000002,0.0,24,527,12721,924,0.0,0.0,0.009999999776482582,23440,53.05190849304199,0.0003,-326.2419891357422,,,
20.0,23.02363588,0.0,24,530,12801,928,0.0,0.0,0.009999999776482582,23600,90.08413314819336,0.0003,-330.0673828125,,,
20.0,24.40121382,0.0,24,533,12881,932,0.0,0.0,0.009999999776482582,23760,82.73885345458984,0.0003,-330.59584045410156,,,
20.0,24.708145350000006,0.0,24,536,12961,936,0.0,0.0,0.009999999776482582,23920,66.27795219421387,0.0003,-330.4416198730469,,,
20.0,26.54049332,0.0,24,539,13041,940,0.0,0.0,0.009999999776482582,24080,93.95538330078125,0.0003,-327.62640380859375,,,
20.0,28.467893590000003,0.0,24,543,13121,944,0.0,0.0,0.009999999776482582,24240,115.87454223632812,0.0003,-331.11029052734375,,,
20.0,29.997427369999997,0.0,24,546,13201,948,0.0,0.0,0.009999999776482582,24400,56.6613883972168,0.0003,-328.82171630859375,,,
20.0,31.330739180000005,0.0,24,549,13281,952,0.0,0.0,0.009999999776482582,24560,102.8282241821289,0.0003,-330.2441711425781,,,
20.0,31.878774559999997,0.0,24,551,13361,956,0.0,0.0,0.009999999776482582,24720,90.46296310424805,0.0003,-329.56951904296875,,,
20.0,32.88003644,0.0,24,555,13441,960,0.0,0.0,0.009999999776482582,24880,54.83147621154785,0.0003,-328.6390838623047,,,
20.0,34.01318909,0.0,24,558,13521,964,0.0,0.0,0.009999999776482582,25040,87.04641342163086,0.0003,-326.715576171875,,,
20.0,34.60809461,0.0,24,561,13601,968,0.0,0.0,0.009999999776482582,25200,52.07143211364746,0.0003,-329.2986145019531,,,
20.0,35.6226484,0.0,24,565,13681,972,0.0,0.0,0.009999999776482582,25360,96.22666931152344,0.0003,-328.6162109375,,,
20.0,36.788464770000004,0.0,24,568,13761,976,0.0,0.0,0.009999999776482582,25520,102.59078979492188,0.0003,-326.72503662109375,,,
20.0,38.91086826,0.0,24,572,13841,980,0.0,0.0,0.009999999776482582,25680,101.12652587890625,0.0003,-328.3085479736328,,,
20.0,40.53417096,0.0,24,575,13921,984,0.0,0.0,0.009999999776482582,25840,91.39673233032227,0.0003,-327.3069610595703,,,
20.0,41.64023998999999,0.0,23,586,14001,988,0.0,0.0,0.009999999776482582,26000,117.38356399536133,0.0003,-328.7073211669922,0.0,20.0,37.360298481000875
20.0,41.81518421,0.0,23,589,14081,992,0.0,0.0,0.009999999776482582,26160,90.4511489868164,0.0003,-325.9049072265625,,,
20.0,42.862433929999995,0.0,23,593,14161,996,0.0,0.0,0.009999999776482582,26320,89.08087348937988,0.0003,-326.5294647216797,,,
20.0,43.48798279,0.0,23,596,14241,1000,0.0,0.0,0.009999999776482582,26480,79.87153816223145,0.0003,-326.13133239746094,,,
20.0,43.82165247,0.0,23,600,14321,1004,0.0,0.0,0.009999999776482582,26640,66.53963470458984,0.0003,-325.8375549316406,,,
20.0,44.090669940000005,0.0,23,603,14401,1008,0.0,0.0,0.009999999776482582,26800,121.26507949829102,0.0003,-324.33770751953125,,,
20.0,44.69364880999999,0.0,23,606,14481,1012,0.0,0.0,0.009999999776482582,26960,99.7318115234375,0.0003,-324.80194091796875,,,
20.0,44.84782499999999,0.0,23,610,14561,1016,0.0,0.0,0.009999999776482582,27120,57.612735748291016,0.0003,-323.34971618652344,,,
20.0,44.6941796,0.0,23,613,14641,1020,0.0,0.0,0.009999999776482582,27280,85.09728240966797,0.0003,-323.06016540527344,,,
20.0,44.76554967999999,0.0,23,617,14721,1024,0.0,0.0,0.009999999776482582,27440,114.11119842529297,0.0003,-321.5550994873047,,,
20.0,45.09403106000001,0.0,23,620,14801,1028,0.0,0.0,0.009999999776482582,27600,101.97589111328125,0.0003,-321.89837646484375,,,
20.0,45.157012449999996,0.0,23,623,14881,1032,0.0,0.0,0.009999999776482582,27760,107.53455352783203,0.0003,-319.7278594970703,,,
20.0,46.361353769999994,0.0,23,627,14961,1036,0.0,0.0,0.009999999776482582,27920,92.95283699035645,0.0003,-321.5921173095703,,,
20.0,46.124022479999994,0.0,23,630,15041,1040,0.0,0.0,0.009999999776482582,28080,52.428914070129395,0.0003,-319.8316345214844,,,
19.95,47.568280529999996,0.0,23,633,15116,1044,0.0,0.01,0.009999999776482582,28230,114.02845764160156,0.0003,-319.82489013671875,,,
19.95,47.59421992999999,0.0,23,636,15196,1048,0.0,0.01,0.009999999776482582,28390,43.051520347595215,0.0003,-317.9623718261719,,,
19.95,47.91710828000001,0.0,23,639,15276,1052,0.0,0.01,0.009999999776482582,28550,96.9076156616211,0.0003,-317.7704620361328,,,
19.95,48.53115961000001,0.0,23,643,15356,1056,0.0,0.01,0.009999999776482582,28710,82.31781005859375,0.0003,-316.3019104003906,,,
19.95,48.62971787999999,0.0,23,646,15436,1060,0.0,0.01,0.009999999776482582,28870,87.77844619750977,0.0003,-315.1595001220703,,,
19.95,48.705015599999996,0.0,23,650,15516,1064,0.0,0.01,0.009999999776482582,29030,92.76805877685547,0.0003,-314.59596252441406,,,
19.95,48.10910712,0.0,23,653,15596,1068,0.0,0.01,0.009999999776482582,29190,64.26614761352539,0.0003,-316.30091857910156,,,
19.95,47.8929508,0.0,23,657,15676,1072,0.0,0.01,0.009999999776482582,29350,37.538002490997314,0.0003,-317.2932434082031,,,
19.95,47.33937715,0.0,23,660,15756,1076,0.0,0.01,0.009999999776482582,29510,43.40421009063721,0.0003,-316.41778564453125,,,
19.95,46.77483395,0.0,23,664,15836,1080,0.0,0.01,0.009999999776482582,29670,57.11140060424805,0.0003,-316.1546630859375,,,
19.95,46.54586818,0.0,23,668,15916,1084,0.0,0.01,0.009999999776482582,29830,84.10199356079102,0.0003,-316.75244140625,,,
19.95,46.46175496,0.0,23,671,15996,1088,0.0,0.01,0.009999999776482582,29990,94.8530387878418,0.0003,-314.83905029296875,,,
19.85,48.1780945,0.0,23,680,16066,1092,0.0,0.02,0.009999999776482582,30130,94.77009010314941,0.0003,-315.48240661621094,0.0,20.0,37.264137960360536
19.73,49.2992021,0.0,23,683,16134,1096,0.0,0.03,0.009999999776482582,30266,96.69974517822266,0.0003,-313.9955596923828,,,
19.73,48.937730409999986,0.0,23,687,16214,1100,0.0,0.03,0.009999999776482582,30426,150.05501556396484,0.0003,-313.4732360839844,,,
19.62,51.228373530000006,0.0,23,690,16283,1104,0.0,0.04,0.009999999776482582,30564,30.06601619720459,0.0003,-313.8522644042969,,,
19.62,50.42060387000001,0.0,23,693,16363,1108,0.0,0.04,0.009999999776482582,30724,69.9183177947998,0.0003,-316.5792236328125,,,
19.62,49.80222815000001,0.0,23,696,16443,1112,0.0,0.04,0.009999999776482582,30884,62.56569290161133,0.0003,-313.2003631591797,,,
19.62,49.88139047999999,0.0,23,700,16523,1116,0.0,0.04,0.009999999776482582,31044,113.03348159790039,0.0003,-313.6138153076172,,,
19.62,49.661743560000005,0.0,23,703,16603,1120,0.0,0.04,0.009999999776482582,31204,85.4833869934082,0.0003,-312.5822448730469,,,
19.51,51.815899120000005,0.0,23,706,16672,1124,0.0,0.05,0.009999999776482582,31342,86.55107879638672,0.0003,-314.6410675048828,,,
19.42,55.96137242999999,0.0,23,709,16743,1128,0.0,0.07,0.009999999776482582,31484,60.29627227783203,0.0003,-313.8546447753906,,,
19.42,56.26147167999999,0.0,23,712,16823,1132,0.0,0.07,0.009999999776482582,31644,138.1766357421875,0.0003,-315.5701141357422,,,
19.4,58.29732664,0.0,23,716,16901,1136,0.0,0.08,0.009999999776482582,31800,51.86439895629883,0.0003,-314.56744384765625,,,
19.4,58.05974568,0.0,23,719,16981,1140,0.0,0.08,0.009999999776482582,31960,131.22259140014648,0.0003,-316.48394775390625,,,
19.45,56.080122810000006,0.0,23,722,17061,1144,0.0,0.07,0.009999999776482582,32120,107.07746887207031,0.0003,-315.4845886230469,,,
19.45,55.35936771000001,0.0,23,725,17141,1148,0.0,0.07,0.009999999776482582,32280,85.53498077392578,0.0003,-317.89573669433594,,,
19.45,54.30506750000001,0.0,23,729,17221,1152,0.0,0.07,0.009999999776482582,32440,67.47823333740234,0.0003,-317.2109832763672,,,
19.45,54.73549656000001,0.0,23,732,17301,1156,0.0,0.07,0.009999999776482582,32600,87.62591934204102,0.0003,-319.23194885253906,,,
19.45,54.67111965,0.0,23,735,17381,1160,0.0,0.07,0.009999999776482582,32760,95.75539779663086,0.0003,-320.5374755859375,,,
19.45,55.0193339,0.0,23,739,17461,1164,0.0,0.07,0.009999999776482582,32920,72.71031951904297,0.0003,-319.7394256591797,,,
19.45,55.88848127,0.0,23,742,17541,1168,0.0,0.07,0.009999999776482582,33080,45.68279266357422,0.0003,-320.165771484375,,,
19.45,55.88272559,0.0,23,746,17621,1172,0.0,0.07,0.009999999776482582,33240,49.33858108520508,0.0003,-318.94329833984375,,,
19.45,56.016036269999994,0.0,23,749,17701,1176,0.0,0.07,0.009999999776482582,33400,71.62184143066406,0.0003,-321.0127868652344,,,
19.45,55.96276551000001,0.0,23,752,17781,1180,0.0,0.07,0.009999999776482582,33560,56.09139060974121,0.0003,-318.2949676513672,,,
19.45,55.952167120000006,0.0,23,756,17861,1184,0.0,0.07,0.009999999776482582,33720,52.01495361328125,0.0003,-321.90150451660156,,,
19.45,55.63431202999999,0.0,23,759,17941,1188,0.0,0.07,0.009999999776482582,33880,83.15998840332031,0.0003,-321.7107238769531,,,
19.55,53.78004471,1.0,23,769,18021,1192,0.15,0.06,0.009999999776482582,34040,56.74699592590332,0.0003,-318.20472717285156,0.0,20.0,41.906509389383906
19.67,52.416372179999996,1.0,23,772,18101,1196,0.15,0.05,0.009999999776482582,34200,91.90776443481445,0.0003,-321.7872619628906,,,
19.67,52.40663237,1.0,23,776,18181,1200,0.15,0.05,0.009999999776482582,34360,46.220205307006836,0.0003,-320.9537658691406,,,
19.78,49.895444879999985,1.0,23,779,18261,1204,0.15,0.04,0.009999999776482582,34520,77.38273239135742,0.0003,-319.41273498535156,,,
19.78,50.423383439999995,1.0,23,783,18341,1208,0.15,0.04,0.009999999776482582,34680,98.85472106933594,0.0003,-320.378173828125,,,
19.78,50.432096890000004,1.0,23,786,18421,1212,0.15,0.04,0.009999999776482582,34840,47.339263916015625,0.0003,-322.96722412109375,,,
19.78,49.66976423,1.0,23,789,18501,1216,0.15,0.04,0.009999999776482582,35000,46.09128475189209,0.0003,-322.7686309814453,,,
19.78,49.12210869,1.0,23,793,18581,1220,0.15,0.04,0.009999999776482582,35160,181.6755256652832,0.0003,-321.7515411376953,,,
19.89,46.79214870999999,1.0,23,796,18661,1224,0.15,0.03,0.009999999776482582,35320,29.34091567993164,0.0003,-322.6784210205078,,,
19.98,41.915148529999996,1.0,23,799,18741,1228,0.15,0.01,0.009999999776482582,35480,79.25575637817383,0.0003,-322.6110382080078,,,
19.98,41.38803107,1.0,23,803,18821,1232,0.15,0.01,0.009999999776482582,35640,52.836456298828125,0.0003,-326.61883544921875,,,
20.0,38.15434674,1.0,23,806,18901,1236,0.15,0.0,0.009999999776482582,35800,90.23062515258789,0.0003,-323.81298828125,,,
20.0,38.19056581,1.0,23,809,18981,1240,0.15,0.0,0.009999999776482582,35960,59.35700225830078,0.0003,-325.5273742675781,,,
20.0,38.00324871,1.0,23,812,19061,1244,0.15,0.0,0.009999999776482582,36120,128.1928482055664,0.0003,-321.66065979003906,,,
20.0,38.87575211,1.0,23,815,19141,1248,0.15,0.0,0.009999999776482582,36280,88.81474685668945,0.0003,-325.2864685058594,,,
19.83,41.17830669,1.0,23,818,19204,1252,0.15,0.01,0.009999999776482582,36406,82.40360260009766,0.0003,-324.02967834472656,,,
19.83,40.53295536,1.0,23,821,19284,1256,0.15,0.01,0.009999999776482582,36566,72.58965682983398,0.0003,-325.5650177001953,,,
19.83,40.881231240000005,1.0,23,825,19364,1260,0.15,0.01,0.009999999776482582,36726,73.507080078125,0.0003,-324.83644104003906,,,
19.83,40.46889882,1.0,23,828,19444,1264,0.15,0.01,0.009999999776482582,36886,49.898118019104004,0.0003,-325.0714874267578,,,
19.83,40.4045933,1.0,23,832,19524,1268,0.15,0.01,0.009999999776482582,37046,106.19460678100586,0.0003,-326.61598205566406,,,
19.82,42.282615830000005,1.0,23,835,19603,1272,0.15,0.02,0.009999999776482582,37204,59.92612075805664,0.0003,-325.6467742919922,,,
19.82,42.28240648,1.0,23,839,19683,1276,0.15,0.02,0.009999999776482582,37364,46.83321762084961,0.0003,-326.75054931640625,,,
19.82,42.31622691,1.0,23,842,19763,1280,0.15,0.02,0.009999999776482582,37524,136.31863403320312,0.0003,-326.9890594482422,,,
19.82,42.30184295,1.0,23,846,19843,1284,0.15,0.02,0.009999999776482582,37684,36.606733322143555,0.0003,-328.67799377441406,,,
19.82,42.422697480000004,1.0,23,849,19923,1288,0.15,0.02,0.009999999776482582,37844,96.84320068359375,0.0003,-328.2781982421875,,,
19.82,42.83027845000001,1.0,23,860,20003,1292,0.15,0.02,0.009999999776482582,38004,69.40542602539062,0.0003,-326.91932678222656,0.0,20.0,39.30620875108892
19.82,42.77236512,1.0,23,863,20083,1296,0.15,0.02,0.009999999776482582,38164,125.25618743896484,0.0003,-327.8275604248047,,,
19.82,43.135983800000005,1.0,23,867,20163,1300,0.15,0.02,0.009999999776482582,38324,50.51527404785156,0.0003,-328.68360900878906,,,
19.82,43.05986461,1.0,23,870,20243,1304,0.15,0.02,0.009999999776482582,38484,102.34112548828125,0.0003,-327.7666015625,,,
19.82,42.55256345,1.0,23,874,20323,1308,0.15,0.02,0.009999999776482582,38644,65.5351448059082,0.0003,-327.50889587402344,,,
19.82,42.90543353,1.0,23,877,20403,1312,0.15,0.02,0.009999999776482582,38804,58.753658294677734,0.0003,-329.0849151611328,,,
19.82,42.409995660000014,1.0,23,881,20483,1316,0.15,0.02,0.009999999776482582,38964,78.36725997924805,0.0003,-327.84381103515625,,,
19.82,43.187459710000006,1.0,23,884,20563,1320,0.15,0.02,0.009999999776482582,39124,45.163394927978516,0.0003,-326.3474426269531,,,
19.82,42.659049519999996,1.0,23,888,20643,1324,0.15,0.02,0.009999999776482582,39284,58.37892150878906,0.0003,-327.3204040527344,,,
19.82,42.63310727,1.0,23,891,20723,1328,0.15,0.02,0.009999999776482582,39444,54.886322021484375,0.0003,-326.3359069824219,,,
19.82,42.42723856999999,1.0,23,895,20803,1332,0.15,0.02,0.009999999776482582,39604,126.00648498535156,0.0003,-327.86009216308594,,,
19.82,42.80874094000001,1.0,23,898,20883,1336,0.15,0.02,0.009999999776482582,39764,45.91932678222656,0.0003,-328.18128967285156,,,
19.82,42.76883200000001,1.0,23,902,20963,1340,0.15,0.02,0.009999999776482582,39924,82.1487808227539,0.0003,-328.40345764160156,,,
19.82,42.75117226000001,1.0,23,905,21043,1344,0.15,0.02,0.009999999776482582,40084,83.20332336425781,0.0003,-328.56866455078125,,,
19.82,42.41782671,1.0,23,909,21123,1348,0.15,0.02,0.009999999776482582,40244,84.03911590576172,0.0003,-328.72857666015625,,,
19.99,41.32787319,1.0,23,912,21203,1352,0.15,0.01,0.009999999776482582,40404,44.27192687988281,0.0003,-329.9601287841797,,,
19.99,40.888525339999994,1.0,23,916,21283,1356,0.15,0.01,0.009999999776482582,40564,56.011329650878906,0.0003,-328.3758239746094,,,
19.99,40.43092658999999,1.0,23,919,21363,1360,0.15,0.01,0.009999999776482582,40724,103.90900039672852,0.0003,-326.93951416015625,,,
19.99,40.3044832,1.0,23,922,21443,1364,0.15,0.01,0.009999999776482582,40884,99.66504287719727,0.0003,-327.7844696044922,,,
19.99,39.51763721,1.0,23,926,21523,1368,0.15,0.01,0.009999999776482582,41044,43.772804260253906,0.0003,-328.38880920410156,,,
20.0,37.89898909,1.0,23,929,21603,1372,0.15,0.0,0.009999999776482582,41204,68.85077667236328,0.0003,-328.5026397705078,,,
20.0,37.896598839999996,1.0,23,932,21683,1376,0.15,0.0,0.009999999776482582,41364,61.900434494018555,0.0003,-330.6486511230469,,,
20.0,38.650459999999995,1.0,23,935,21763,1380,0.15,0.0,0.009999999776482582,41524,43.43236541748047,0.0003,-331.1174774169922,,,
20.0,39.628546979999996,1.0,23,939,21843,1384,0.15,0.0,0.009999999776482582,41684,72.2335147857666,0.0003,-330.63768005371094,,,
20.0,40.39071288,1.0,23,942,21923,1388,0.15,0.0,0.009999999776482582,41844,69.47465133666992,0.0003,-331.79441833496094,,,
20.0,40.84157859,1.0,23,951,22003,1392,0.15,0.0,0.009999999776482582,42004,46.69688034057617,0.0003,-335.1592102050781,0.0,20.0,54.46231172564866
20.0,40.79832775,1.0,23,955,22083,1396,0.15,0.0,0.009999999776482582,42164,60.2620735168457,0.0003,-332.38108825683594,,,
20.0,41.42554137,1.0,23,958,22163,1400,0.15,0.0,0.009999999776482582,42324,89.71403503417969,0.0003,-332.80621337890625,,,
20.0,42.30095622000001,1.0,23,961,22243,1404,0.15,0.0,0.009999999776482582,42484,53.20867919921875,0.0003,-332.91978454589844,,,
20.0,44.18478515999999,1.0,23,965,22323,1408,0.15,0.0,0.009999999776482582,42644,70.37460327148438,0.0003,-335.07672119140625,,,
20.0,43.37774136,1.0,23,968,22403,1412,0.15,0.0,0.009999999776482582,42804,39.92704963684082,0.0003,-337.47117614746094,,,
20.0,45.578314989999996,1.0,23,971,22483,1416,0.15,0.0,0.009999999776482582,42964,72.4720344543457,0.0003,-332.66729736328125,,,
20.0,45.51465549,1.0,23,974,22563,1420,0.15,0.0,0.009999999776482582,43124,56.73625564575195,0.0003,-333.62278747558594,,,
20.0,46.61763583,1.0,23,977,22643,1424,0.15,0.0,0.009999999776482582,43284,89.35979461669922,0.0003,-336.1936798095703,,,
20.0,47.65436023,1.0,23,980,22723,1428,0.15,0.0,0.009999999776482582,43444,43.312387466430664,0.0003,-335.7809143066406,,,
20.0,48.094601710000006,1.0,23,984,22803,1432,0.15,0.0,0.009999999776482582,43604,67.78955841064453,0.0003,-338.2759246826172,,,
20.0,49.5866733,1.0,23,987,22883,1436,0.15,0.0,0.009999999776482582,43764,68.56614303588867,0.0003,-337.16966247558594,,,
20.0,49.75633092,1.0,23,990,22963,1440,0.15,0.0,0.009999999776482582,43924,115.71086502075195,0.0003,-337.86891174316406,,,
20.0,49.677647029999996,1.0,23,994,23043,1444,0.15,0.0,0.009999999776482582,44084,118.33612060546875,0.0003,-337.30409240722656,,,
20.0,49.63717729999999,1.0,23,997,23123,1448,0.15,0.0,0.009999999776482582,44244,69.51927185058594,0.0003,-335.73280334472656,,,
20.0,49.699854880000004,1.0,23,1000,23203,1452,0.15,0.0,0.009999999776482582,44404,112.70790481567383,0.0003,-337.4618225097656,,,
20.0,50.196110520000005,1.0,23,1004,23283,1456,0.15,0.0,0.009999999776482582,44564,50.72980499267578,0.0003,-334.1448211669922,,,
20.0,51.014209599999994,1.0,23,1007,23363,1460,0.15,0.0,0.009999999776482582,44724,111.015869140625,0.0003,-339.5884094238281,,,
20.0,50.64226614000001,1.0,23,1010,23443,1464,0.15,0.0,0.009999999776482582,44884,53.54518127441406,0.0003,-338.9087371826172,,,
20.0,51.343352970000005,1.0,23,1013,23523,1468,0.15,0.0,0.009999999776482582,45044,77.40433502197266,0.0003,-337.91925048828125,,,
20.0,51.42950535000001,1.0,23,1017,23603,1472,0.15,0.0,0.009999999776482582,45204,118.03369522094727,0.0003,-337.41770935058594,,,
20.0,51.64165546000001,1.0,23,1020,23683,1476,0.15,0.0,0.009999999776482582,45364,185.16226959228516,0.0003,-335.924560546875,,,
20.0,51.77159083000001,1.0,23,1023,23763,1480,0.15,0.0,0.009999999776482582,45524,39.86805820465088,0.0003,-337.7805480957031,,,
20.0,51.55036473,1.0,23,1027,23843,1484,0.15,0.0,0.009999999776482582,45684,163.13858795166016,0.0003,-336.8934020996094,,,
20.0,50.49829853,1.0,23,1030,23923,1488,0.15,0.0,0.009999999776482582,45844,91.92557144165039,0.0003,-338.66380310058594,,,
20.0,51.21402779,1.0,23,1039,24003,1492,0.15,0.0,0.009999999776482582,46004,114.77645874023438,0.0003,-339.82383728027344,0.05,19.55,81.63979038402172
20.0,53.539029469999996,1.0,23,1042,24083,1496,0.15,0.0,0.009999999776482582,46164,61.37541198730469,0.0003,-338.73687744140625,,,
20.0,53.46574654000001,1.0,23,1045,24163,1500,0.15,0.0,0.009999999776482582,46324,93.39577865600586,0.0003,-340.710205078125,,,
20.0,53.89618813,1.0,23,1048,24243,1504,0.15,0.0,0.009999999776482582,46484,62.47431564331055,0.0003,-345.13609313964844,,,
20.0,54.275053879999994,1.0,23,1051,24323,1508,0.15,0.0,0.009999999776482582,46644,83.22299575805664,0.0003,-341.193359375,,,
20.0,56.83794296999999,1.0,23,1055,24403,1512,0.15,0.0,0.009999999776482582,46804,81.30072021484375,0.0003,-345.55418395996094,,,
20.0,57.70076279,1.0,23,1057,24483,1516,0.15,0.0,0.009999999776482582,46964,35.128238677978516,0.0003,-341.9410095214844,,,
20.0,59.622840050000015,1.0,23,1060,24563,1520,0.15,0.0,0.009999999776482582,47124,136.00320434570312,0.0003,-345.33213806152344,,,
20.0,60.8182635,1.0,23,1063,24643,1524,0.15,0.0,0.009999999776482582,47284,84.14763259887695,0.0003,-346.6287536621094,,,
20.0,61.81001212000001,1.0,23,1065,24723,1528,0.15,0.0,0.009999999776482582,47444,142.16780853271484,0.0003,-349.7120361328125,,,
