rollout/success_rate,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/n_updates,train/critic_loss,train/actor_loss,train/learning_rate,eval/mean_reward,eval/success_rate,eval/mean_ep_length
0.0,888,20.0,28,16491,572,60.28734451,0.009999999776482582,30980,71.20392227172852,-380.78955078125,0.0003,,,
0.0,892,20.0,28,16571,575,59.92115429999999,0.009999999776482582,31140,138.1893653869629,-378.8571319580078,0.0003,,,
0.0,896,20.0,28,16651,577,58.97713838,0.009999999776482582,31300,57.20579481124878,-377.4895324707031,0.0003,,,
0.0,900,20.0,28,16731,580,59.72468998999999,0.009999999776482582,31460,57.22712802886963,-383.96722412109375,0.0003,,,
0.0,904,20.0,28,16811,582,60.01757499,0.009999999776482582,31620,83.75561141967773,-381.6491394042969,0.0003,,,
0.0,908,20.0,28,16891,585,60.60900108,0.009999999776482582,31780,18.523401260375977,-382.4981384277344,0.0003,,,
0.0,912,20.0,28,16971,588,59.505205669999995,0.009999999776482582,31940,19.415115356445312,-383.1841735839844,0.0003,,,
0.0,916,20.0,28,17051,590,61.79560381,0.009999999776482582,32100,50.23547554016113,-385.6385803222656,0.0003,,,
0.0,920,20.0,28,17131,593,61.01789906999999,0.009999999776482582,32260,23.749485969543457,-390.03904724121094,0.0003,,,
0.0,924,20.0,28,17211,595,62.26002771999999,0.009999999776482582,32420,63.55644607543945,-385.62644958496094,0.0003,,,
0.0,928,20.0,28,17291,598,62.1076609,0.009999999776482582,32580,80.85491943359375,-386.4623718261719,0.0003,,,
0.0,932,20.0,28,17371,601,61.88417123999999,0.009999999776482582,32740,37.444499015808105,-386.7018280029297,0.0003,,,
0.0,936,20.0,28,17451,603,62.09145051999999,0.009999999776482582,32900,27.557899951934814,-391.23912048339844,0.0003,,,
0.0,940,20.0,28,17531,606,61.212892969999984,0.009999999776482582,33060,33.02966070175171,-386.77818298339844,0.0003,,,
0.0,944,20.0,28,17611,608,61.032414769999995,0.009999999776482582,33220,121.14165687561035,-388.5566864013672,0.0003,,,
0.0,948,20.0,28,17691,611,59.64692103,0.009999999776482582,33380,94.0366096496582,-389.5894775390625,0.0003,,,
0.0,952,20.0,28,17771,613,60.92229028999999,0.009999999776482582,33540,28.2286639213562,-391.954345703125,0.0003,,,
0.0,956,20.0,28,17851,616,61.82099615999999,0.009999999776482582,33700,18.57375955581665,-392.77268981933594,0.0003,,,
0.0,960,20.0,28,17931,619,62.65490444000001,0.009999999776482582,33860,62.137986183166504,-391.2198181152344,0.0003,,,
0.01,964,19.9,28,18001,627,64.44702255000001,0.009999999776482582,34000,15.528731346130371,-391.42311096191406,0.0003,87.69449117257584,0.1,19.15
0.02,968,19.78,28,18069,629,65.85938692,0.009999999776482582,34136,64.6746597290039,-395.96998596191406,0.0003,,,
0.02,972,19.78,28,18149,631,69.08519008000002,0.009999999776482582,34296,33.28175163269043,-395.3014831542969,0.0003,,,
0.02,976,19.78,28,18229,634,68.24211825,0.009999999776482582,34456,40.54087543487549,-390.05096435546875,0.0003,,,
0.02,980,19.78,28,18309,637,68.90119383999999,0.009999999776482582,34616,17.317830085754395,-391.03102111816406,0.0003,,,
0.02,984,19.78,28,18389,639,68.92688396,0.009999999776482582,34776,29.21921443939209,-395.39515686035156,0.0003,,,
0.02,988,19.78,28,18469,642,68.77537967,0.009999999776482582,34936,51.96770668029785,-395.7543640136719,0.0003,,,
0.02,992,19.78,28,18549,644,69.80859427,0.009999999776482582,35096,28.29411220550537,-395.5947265625,0.0003,,,
0.02,996,19.78,28,18629,647,70.35067194,0.009999999776482582,35256,73.49971771240234,-396.1040344238281,0.0003,,,
0.02,1000,19.78,28,18709,649,70.25172712,0.009999999776482582,35416,49.58918571472168,-397.86244201660156,0.0003,,,
0.02,1004,19.78,28,18789,652,70.56246965,0.009999999776482582,35576,44.75087928771973,-401.927978515625,0.0003,,,
0.02,1008,19.78,28,18869,654,71.03920514,0.009999999776482582,35736,166.27989196777344,-400.5026092529297,0.0003,,,
0.02,1012,19.78,28,18949,657,73.28798737,0.009999999776482582,35896,21.140235900878906,-397.24212646484375,0.0003,,,
0.02,1016,19.78,28,19029,660,73.03329094,0.009999999776482582,36056,46.42560577392578,-404.8660430908203,0.0003,,,
0.02,1020,19.78,28,19109,662,74.0122765,0.009999999776482582,36216,96.47049903869629,-406.8144073486328,0.0003,,,
0.02,1024,19.78,28,19189,665,74.52477372,0.009999999776482582,36376,29.621252059936523,-406.96058654785156,0.0003,,,
0.02,1028,19.78,28,19269,667,75.95003519000001,0.009999999776482582,36536,47.352928161621094,-408.6624298095703,0.0003,,,
0.02,1032,19.78,28,19349,670,77.86781104,0.009999999776482582,36696,51.39161920547485,-410.6450653076172,0.0003,,,
0.02,1036,19.78,28,19429,672,77.44702673,0.009999999776482582,36856,47.54123020172119,-411.38841247558594,0.0003,,,
0.02,1040,19.78,28,19509,675,78.38842299,0.009999999776482582,37016,65.5578498840332,-410.1909637451172,0.0003,,,
0.02,1044,19.78,28,19589,678,78.87458137,0.009999999776482582,37176,61.93914794921875,-412.8613739013672,0.0003,,,
0.02,1048,19.78,28,19669,680,81.36349037999999,0.009999999776482582,37336,66.58126735687256,-413.5311584472656,0.0003,,,
0.02,1052,19.78,28,19749,683,80.89152226000002,0.009999999776482582,37496,39.32953453063965,-413.83473205566406,0.0003,,,
0.02,1056,19.78,28,19829,685,82.11630051,0.009999999776482582,37656,68.47606468200684,-421.00025939941406,0.0003,,,
0.02,1060,19.78,28,19909,688,84.04626950999999,0.009999999776482582,37816,89.0987663269043,-421.4933319091797,0.0003,,,
0.01,1064,19.88,28,19989,690,84.23961433999999,0.009999999776482582,37976,12.464725494384766,-418.9420928955078,0.0003,,,
0.0,1068,20.0,28,20069,698,83.24721312,0.009999999776482582,38136,28.59574317932129,-422.97389221191406,0.0003,90.2419070175727,0.0,20.0
0.0,1072,20.0,28,20149,701,83.09652205,0.009999999776482582,38296,101.3779411315918,-424.439697265625,0.0003,,,
0.0,1076,20.0,28,20229,703,85.04536786999999,0.009999999776482582,38456,75.53653812408447,-427.17735290527344,0.0003,,,
0.0,1080,20.0,28,20309,706,86.88096992000001,0.009999999776482582,38616,79.73921203613281,-428.2803192138672,0.0003,,,
0.0,1084,20.0,28,20389,708,88.90206243,0.009999999776482582,38776,19.968137741088867,-425.3701171875,0.0003,,,
0.0,1088,20.0,28,20469,711,90.69883193,0.009999999776482582,38936,16.836835861206055,-431.92515563964844,0.0003,,,
0.02,1092,19.73,28,20522,712,94.65794093999999,0.009999999776482582,39042,32.78537940979004,-431.052490234375,0.0003,,,
0.02,1096,19.73,28,20602,715,96.19651795,0.009999999776482582,39202,25.1470308303833,-430.88499450683594,0.0003,,,
0.02,1100,19.73,28,20682,717,97.80241118,0.009999999776482582,39362,78.48981666564941,-431.57208251953125,0.0003,,,
0.02,1104,19.73,28,20762,720,98.94701926000002,0.009999999776482582,39522,42.7798957824707,-433.4600524902344,0.0003,,,
0.02,1108,19.73,28,20842,722,100.61173233999997,0.009999999776482582,39682,29.1243314743042,-433.39100646972656,0.0003,,,
0.02,1112,19.73,28,20922,725,100.00089106000001,0.009999999776482582,39842,18.8695125579834,-435.4026794433594,0.0003,,,
0.02,1116,19.73,28,21002,727,101.03562622999999,0.009999999776482582,40002,56.53093719482422,-441.2896270751953,0.0003,,,
0.02,1120,19.73,28,21082,730,102.63637886999997,0.009999999776482582,40162,28.390551567077637,-439.15960693359375,0.0003,,,
0.02,1124,19.73,28,21162,732,104.10916168,0.009999999776482582,40322,18.954642295837402,-443.1506652832031,0.0003,,,
0.02,1128,19.73,28,21242,735,105.41758458,0.009999999776482582,40482,11.07166862487793,-445.53607177734375,0.0003,,,
0.02,1132,19.73,28,21322,737,105.13914908000001,0.009999999776482582,40642,24.72835063934326,-444.0849609375,0.0003,,,
0.03,1136,19.56,28,21385,739,107.04128885,0.009999999776482582,40768,15.478876113891602,-441.37103271484375,0.0003,,,
0.04,1140,19.4,28,21449,741,109.10051725,0.009999999776482582,40896,62.15668296813965,-445.1390838623047,0.0003,,,
0.04,1144,19.4,28,21529,744,110.94598418000001,0.009999999776482582,41056,40.479400634765625,-443.97315979003906,0.0003,,,
0.04,1148,19.4,28,21609,747,111.10533444000001,0.009999999776482582,41216,23.58735179901123,-445.93951416015625,0.0003,,,
0.04,1152,19.4,28,21689,749,112.10491390000001,0.009999999776482582,41376,14.148797512054443,-453.63055419921875,0.0003,,,
0.04,1156,19.4,28,21769,752,111.38946904000001,0.009999999776482582,41536,45.57955503463745,-448.86463928222656,0.0003,,,
0.04,1160,19.4,28,21849,754,111.82646755,0.009999999776482582,41696,61.51517868041992,-448.7459716796875,0.0003,,,
0.04,1164,19.4,28,21929,757,112.76157049000001,0.009999999776482582,41856,39.57321357727051,-452.8739318847656,0.0003,,,
0.04,1168,19.4,28,22009,764,114.20224741999999,0.009999999776482582,42016,83.38329315185547,-452.4098663330078,0.0003,101.07337246282468,0.0,20.0
0.04,1172,19.4,28,22089,767,114.60946426000001,0.009999999776482582,42176,32.968143463134766,-451.0894317626953,0.0003,,,
0.04,1176,19.4,28,22169,769,115.11260003000001,0.009999999776482582,42336,110.53723812103271,-453.5821838378906,0.0003,,,
0.04,1180,19.4,28,22249,772,115.03743574000003,0.009999999776482582,42496,109.08598899841309,-452.9217071533203,0.0003,,,
0.04,1184,19.4,28,22329,774,114.72021838999999,0.009999999776482582,42656,71.69497680664062,-454.8318328857422,0.0003,,,
0.04,1188,19.4,28,22409,777,114.83168385000003,0.009999999776482582,42816,46.51667022705078,-455.7156677246094,0.0003,,,
0.02,1192,19.67,28,22489,779,112.41684460999998,0.009999999776482582,42976,64.34777736663818,-457.3359069824219,0.0003,,,
0.02,1196,19.67,28,22569,782,112.80975387000001,0.009999999776482582,43136,74.25040245056152,-461.5689239501953,0.0003,,,
0.02,1200,19.67,28,22649,784,111.99368284,0.009999999776482582,43296,41.11380577087402,-462.24851989746094,0.0003,,,
0.02,1204,19.67,28,22729,787,112.89782873,0.009999999776482582,43456,74.84980344772339,-465.1534729003906,0.0003,,,
0.02,1208,19.67,28,22809,789,112.7173812,0.009999999776482582,43616,74.0849609375,-462.4632263183594,0.0003,,,
0.02,1212,19.67,28,22889,792,112.59410283999999,0.009999999776482582,43776,54.67648696899414,-463.8291931152344,0.0003,,,
0.02,1216,19.67,28,22969,794,112.47190254999998,0.009999999776482582,43936,13.408448219299316,-464.97312927246094,0.0003,,,
0.02,1220,19.67,28,23049,797,112.47976417,0.009999999776482582,44096,72.6741943359375,-468.0294952392578,0.0003,,,
0.02,1224,19.67,28,23129,800,112.07678348000002,0.009999999776482582,44256,17.47031593322754,-468.758056640625,0.0003,,,
0.02,1228,19.67,28,23209,802,112.02783355000001,0.009999999776482582,44416,17.871557235717773,-468.350341796875,0.0003,,,
0.02,1232,19.67,28,23289,805,112.04953848999999,0.009999999776482582,44576,16.385404586791992,-473.0621032714844,0.0003,,,
0.01,1236,19.84,28,23369,807,111.32713174,0.009999999776482582,44736,52.708086013793945,-472.8301086425781,0.0003,,,
0.0,1240,20.0,28,23449,810,109.40928208999999,0.009999999776482582,44896,52.303736209869385,-472.1484832763672,0.0003,,,
0.0,1244,20.0,28,23529,812,109.05858585,0.009999999776482582,45056,65.56882858276367,-472.88409423828125,0.0003,,,
0.0,1248,20.0,28,23609,815,109.40315894000001,0.009999999776482582,45216,71.10095310211182,-476.6545104980469,0.0003,,,
0.0,1252,20.0,28,23689,817,109.55479623000002,0.009999999776482582,45376,32.74611759185791,-472.3509826660156,0.0003,,,
0.0,1256,20.0,28,23769,820,110.85762017,0.009999999776482582,45536,37.790985107421875,-474.2056579589844,0.0003,,,
0.0,1260,20.0,28,23849,822,110.79236203999999,0.009999999776482582,45696,10.493949890136719,-477.4248352050781,0.0003,,,
0.0,1264,20.0,28,23929,825,110.93306201999998,0.009999999776482582,45856,66.52169799804688,-482.2367401123047,0.0003,,,
0.0,1268,20.0,28,24009,832,110.89732714999998,0.009999999776482582,46016,18.65065097808838,-482.05133056640625,0.0003,127.6496768309897,0.05,19.3
0.0,1272,20.0,28,24089,834,110.42839558,0.009999999776482582,46176,25.41115951538086,-481.0934753417969,0.0003,,,
0.0,1276,20.0,28,24169,837,110.08982779999998,0.009999999776482582,46336,126.43967342376709,-482.4842224121094,0.0003,,,
0.0,1280,20.0,28,24249,839,110.22204998,0.009999999776482582,46496,11.612058162689209,-480.89329528808594,0.0003,,,
0.0,1284,20.0,28,24329,842,110.41625467999998,0.009999999776482582,46656,266.3908920288086,-488.3326110839844,0.0003,,,
0.0,1288,20.0,28,24409,844,110.65279795999999,0.009999999776482582,46816,146.57880783081055,-485.2059326171875,0.0003,,,
0.0,1292,20.0,28,24489,847,110.90657182,0.009999999776482582,46976,109.9020881652832,-485.3495330810547,0.0003,,,
0.0,1296,20.0,28,24569,849,111.18923647,0.009999999776482582,47136,23.406365394592285,-488.0029754638672,0.0003,,,
0.0,1300,20.0,28,24649,851,111.42052608999998,0.009999999776482582,47296,19.057887077331543,-489.7244873046875,0.0003,,,
0.0,1304,20.0,28,24729,854,110.92220478000002,0.009999999776482582,47456,72.29887199401855,-488.7333221435547,0.0003,,,
0.0,1308,20.0,28,24809,856,111.24123683999997,0.009999999776482582,47616,56.351675033569336,-491.5844421386719,0.0003,,,
0.01,1312,19.93,28,24882,859,114.58067908999999,0.009999999776482582,47762,35.09343671798706,-489.6201171875,0.0003,,,
0.01,1316,19.93,28,24962,861,114.62283208000001,0.009999999776482582,47922,106.73541975021362,-489.3535919189453,0.0003,,,
0.01,1320,19.93,28,25042,864,114.9172659,0.009999999776482582,48082,16.029938220977783,-492.5587615966797,0.0003,,,
0.01,1324,19.93,28,25122,866,115.19155283000002,0.009999999776482582,48242,9.304120063781738,-495.18414306640625,0.0003,,,
0.01,1328,19.93,28,25202,869,115.42623567000001,0.009999999776482582,48402,54.162166595458984,-493.7070007324219,0.0003,,,
0.01,1332,19.93,29,25282,871,115.85202523999999,0.009999999776482582,48562,56.683146476745605,-499.87274169921875,0.0003,,,
0.01,1336,19.93,29,25362,873,116.02483346000001,0.009999999776482582,48722,165.04969024658203,-499.6227111816406,0.0003,,,
0.01,1340,19.93,29,25442,876,116.62371121999996,0.009999999776482582,48882,117.71238994598389,-498.3866729736328,0.0003,,,
0.01,1344,19.93,29,25522,879,116.93462888,0.009999999776482582,49042,25.628560066223145,-498.3209228515625,0.0003,,,
0.01,1348,19.93,29,25602,881,116.8864461,0.009999999776482582,49202,71.34863471984863,-500.25360107421875,0.0003,,,
0.01,1352,19.93,29,25682,884,116.36776171999996,0.009999999776482582,49362,75.3070559501648,-502.82289123535156,0.0003,,,
0.01,1356,19.93,29,25762,886,116.31319941,0.009999999776482582,49522,15.366598129272461,-499.94847106933594,0.0003,,,
0.01,1360,19.93,29,25842,889,116.53779622000002,0.009999999776482582,49682,99.23242950439453,-508.64788818359375,0.0003,,,
0.01,1364,19.93,29,25922,891,116.44041404,0.009999999776482582,49842,45.05155372619629,-510.30467224121094,0.0003,,,
0.01,1368,19.93,28,26002,899,116.33320987999997,0.009999999776482582,50002,46.93914794921875,-508.5644989013672,0.0003,113.63680286858862,0.0,20.0
0.01,1372,19.93,28,26082,901,116.77170144,0.009999999776482582,50162,77.80123138427734,-508.31715393066406,0.0003,,,
0.01,1376,19.93,28,26162,903,116.51208703999998,0.009999999776482582,50322,54.67505645751953,-511.23614501953125,0.0003,,,
0.01,1380,19.93,28,26242,906,116.61942833,0.009999999776482582,50482,8.220799684524536,-509.34959411621094,0.0003,,,
0.01,1384,19.93,28,26322,908,116.8281773,0.009999999776482582,50642,36.05505847930908,-510.49603271484375,0.0003,,,
0.01,1388,19.93,28,26402,911,116.62836827999999,0.009999999776482582,50802,137.0382423400879,-511.0500030517578,0.0003,,,
0.03,1392,19.66,28,26455,912,118.52778093,0.009999999776482582,50908,80.5504035949707,-514.3816528320312,0.0003,,,
0.03,1396,19.66,28,26535,915,117.89267756000002,0.009999999776482582,51068,63.15436553955078,-510.92486572265625,0.0003,,,
0.03,1400,19.66,28,26615,917,118.51260383,0.009999999776482582,51228,80.94219398498535,-512.6187438964844,0.0003,,,
0.03,1404,19.66,29,26695,920,119.05202352,0.009999999776482582,51388,38.57792091369629,-518.0274658203125,0.0003,,,
0.03,1408,19.66,29,26775,922,119.13578002000003,0.009999999776482582,51548,12.957385063171387,-518.8969421386719,0.0003,,,
0.02,1412,19.73,29,26855,925,117.3391793,0.009999999776482582,51708,122.75820541381836,-515.4498901367188,0.0003,,,
0.02,1416,19.73,29,26935,927,117.34326918000001,0.009999999776482582,51868,64.81957054138184,-518.6400451660156,0.0003,,,
0.02,1420,19.73,29,27015,930,117.02391628000001,0.009999999776482582,52028,57.221259117126465,-516.8006286621094,0.0003,,,
0.02,1424,19.73,29,27095,932,117.23772337999999,0.009999999776482582,52188,105.95221996307373,-521.4051208496094,0.0003,,,
0.02,1428,19.73,29,27175,935,117.10202272000001,0.009999999776482582,52348,14.512076377868652,-519.1659240722656,0.0003,,,
0.02,1432,19.73,29,27255,937,116.55273682,0.009999999776482582,52508,11.290311813354492,-521.1193542480469,0.0003,,,
0.02,1436,19.73,29,27335,940,116.47023588,0.009999999776482582,52668,11.995977401733398,-518.9400634765625,0.0003,,,
0.02,1440,19.73,29,27415,942,115.88730908999997,0.009999999776482582,52828,7.2168028354644775,-523.0400390625,0.0003,,,
0.02,1444,19.73,29,27495,945,115.22292091999998,0.009999999776482582,52988,10.94919204711914,-520.9424133300781,0.0003,,,
0.02,1448,19.73,29,27575,947,115.34886123000003,0.009999999776482582,53148,88.92305707931519,-521.0128173828125,0.0003,,,
0.02,1452,19.73,29,27655,950,115.84062598,0.009999999776482582,53308,18.025325775146484,-526.36962890625,0.0003,,,
0.02,1456,19.73,29,27735,952,116.16385360999999,0.009999999776482582,53468,108.58975601196289,-526.0874938964844,0.0003,,,
0.02,1460,19.73,29,27815,955,115.6733816,0.009999999776482582,53628,173.82239532470703,-521.6549072265625,0.0003,,,
0.02,1464,19.73,29,27895,957,115.62813872999999,0.009999999776482582,53788,23.108900547027588,-524.6746215820312,0.0003,,,
0.02,1468,19.73,29,27975,960,116.01394433000002,0.009999999776482582,53948,13.741823196411133,-524.8903503417969,0.0003,,,
0.02,1472,19.73,28,28055,967,116.14547454000001,0.009999999776482582,54108,8.732081890106201,-523.176025390625,0.0003,112.99154767783298,0.05,19.35
0.03,1476,19.59,28,28121,969,117.50817116,0.009999999776482582,54240,151.04752731323242,-526.4385986328125,0.0003,,,
0.03,1480,19.59,29,28201,972,117.32501091000002,0.009999999776482582,54400,85.05622863769531,-527.2339782714844,0.0003,,,
0.03,1484,19.59,29,28281,974,115.94168507000002,0.009999999776482582,54560,38.42733669281006,-531.8461608886719,0.0003,,,
0.03,1488,19.59,29,28361,977,115.94347238999998,0.009999999776482582,54720,8.21544098854065,-527.8182983398438,0.0003,,,
0.01,1492,19.86,29,28441,979,112.91077553999997,0.009999999776482582,54880,215.11731338500977,-528.7988586425781,0.0003,,,
0.01,1496,19.86,29,28521,981,113.07280097,0.009999999776482582,55040,183.64022207260132,-531.39453125,0.0003,,,
0.01,1500,19.86,29,28601,984,112.92299283000003,0.009999999776482582,55200,37.063880920410156,-533.244873046875,0.0003,,,
0.02,1504,19.73,29,28668,986,114.17348711999999,0.009999999776482582,55334,188.28499794006348,-532.1326293945312,0.0003,,,
0.02,1508,19.73,29,28748,988,113.98170666999998,0.009999999776482582,55494,157.89759254455566,-528.5249633789062,0.0003,,,
0.02,1512,19.73,29,28828,991,114.17524488999997,0.009999999776482582,55654,150.0555191040039,-532.0326538085938,0.0003,,,
0.02,1516,19.73,29,28908,993,113.91990114000002,0.009999999776482582,55814,55.5367910861969,-534.9945678710938,0.0003,,,
0.02,1520,19.73,29,28988,996,112.53631903999998,0.009999999776482582,55974,30.543519973754883,-532.3930969238281,0.0003,,,
0.02,1524,19.73,29,29068,998,112.58046038999997,0.009999999776482582,56134,275.0192530155182,-531.7445373535156,0.0003,,,
0.02,1528,19.73,29,29148,1001,111.79814274,0.009999999776482582,56294,148.60986137390137,-533.9690856933594,0.0003,,,
0.02,1532,19.73,29,29228,1003,111.44907687000001,0.009999999776482582,56454,12.924461841583252,-531.3499145507812,0.0003,,,
0.02,1536,19.73,29,29308,1006,111.18246146,0.009999999776482582,56614,12.279522180557251,-538.1509094238281,0.0003,,,
0.02,1540,19.73,29,29388,1008,111.46995394000001,0.009999999776482582,56774,169.65277814865112,-537.3703308105469,0.0003,,,
0.02,1544,19.73,29,29468,1011,111.56195150999999,0.009999999776482582,56934,68.1822247505188,-536.69091796875,0.0003,,,
0.02,1548,19.73,29,29548,1013,111.32821048,0.009999999776482582,57094,49.460811614990234,-538.4436645507812,0.0003,,,
0.02,1552,19.73,29,29628,1016,111.29677165999999,0.009999999776482582,57254,15.431071281433105,-538.6045227050781,0.0003,,,
0.02,1556,19.73,29,29708,1018,110.81176732999998,0.009999999776482582,57414,27.522859573364258,-534.4500732421875,0.0003,,,
0.02,1560,19.73,29,29788,1021,111.65500951,0.009999999776482582,57574,12.894223690032959,-540.2432250976562,0.0003,,,
0.02,1564,19.73,29,29868,1023,111.70794603,0.009999999776482582,57734,105.24792385101318,-537.8298034667969,0.0003,,,
0.02,1568,19.73,29,29948,1026,110.83685580999997,0.009999999776482582,57894,15.323175430297852,-540.3964233398438,0.0003,,,
0.02,1572,19.73,29,30028,1033,110.59447497000001,0.009999999776482582,58054,11.622111320495605,-539.970947265625,0.0003,112.0710292159727,0.0,20.0
0.01,1576,19.87,29,30108,1036,109.91853155000003,0.009999999776482582,58214,84.2598705291748,-540.5574951171875,0.0003,,,
0.01,1580,19.87,29,30188,1038,109.61784728,0.009999999776482582,58374,206.48086214065552,-540.0108642578125,0.0003,,,
0.01,1584,19.87,29,30268,1041,110.91162203999998,0.009999999776482582,58534,53.971126556396484,-543.6659545898438,0.0003,,,
0.01,1588,19.87,29,30348,1043,110.75562588999998,0.009999999776482582,58694,11.344281673431396,-543.6914978027344,0.0003,,,
0.01,1592,19.87,29,30428,1046,111.68777255999997,0.009999999776482582,58854,101.17078399658203,-544.6676330566406,0.0003,,,
0.01,1596,19.87,29,30508,1048,111.79699943999998,0.009999999776482582,59014,278.10382080078125,-542.1271667480469,0.0003,,,
0.01,1600,19.87,29,30588,1050,111.96387272999999,0.009999999776482582,59174,50.47220516204834,-544.9777526855469,0.0003,,,
0.0,1604,20.0,29,30668,1053,110.8533705,0.009999999776482582,59334,153.5514678955078,-545.5106811523438,0.0003,,,
0.0,1608,20.0,29,30748,1055,111.04984041000002,0.009999999776482582,59494,125.86335372924805,-545.7447509765625,0.0003,,,
0.0,1612,20.0,29,30828,1058,110.11667103000002,0.009999999776482582,59654,13.193889141082764,-545.1619262695312,0.0003,,,
0.0,1616,20.0,29,30908,1060,110.03085209000001,0.009999999776482582,59814,242.4093017578125,-546.7870483398438,0.0003,,,
0.0,1620,20.0,29,30988,1063,111.84850480000001,0.009999999776482582,59974,97.05364227294922,-548.1805725097656,0.0003,,,
0.0,1624,20.0,29,31068,1065,111.69106211999998,0.009999999776482582,60134,14.237691879272461,-548.0408630371094,0.0003,,,
0.0,1628,20.0,29,31148,1068,111.64758560000001,0.009999999776482582,60294,40.397653579711914,-548.7496032714844,0.0003,,,
0.0,1632,20.0,29,31228,1070,112.82598002,0.009999999776482582,60454,141.11254501342773,-546.1535034179688,0.0003,,,
0.0,1636,20.0,29,31308,1073,112.98600336999999,0.009999999776482582,60614,205.68972778320312,-551.5443420410156,0.0003,,,
0.0,1640,20.0,29,31388,1075,113.31249245999997,0.009999999776482582,60774,22.69518280029297,-549.7148742675781,0.0003,,,
0.0,1644,20.0,29,31468,1078,113.73619973999998,0.009999999776482582,60934,48.57447052001953,-550.2474060058594,0.0003,,,
0.0,1648,20.0,29,31548,1080,113.15646668000001,0.009999999776482582,61094,28.30549955368042,-551.5668640136719,0.0003,,,
0.01,1652,19.88,29,31616,1082,114.66483635,0.009999999776482582,61230,15.53409481048584,-551.2709655761719,0.0003,,,
0.01,1656,19.88,29,31696,1085,113.98347076,0.009999999776482582,61390,51.14919948577881,-556.8216857910156,0.0003,,,
0.01,1660,19.88,29,31776,1087,112.95126515000001,0.009999999776482582,61550,20.93300485610962,-553.9466552734375,0.0003,,,
0.01,1664,19.88,29,31856,1089,112.77369196999999,0.009999999776482582,61710,287.5614490509033,-550.6589660644531,0.0003,,,
0.01,1668,19.88,29,31936,1092,113.5596989,0.009999999776482582,61870,31.35755443572998,-555.760498046875,0.0003,,,
0.01,1672,19.88,29,32016,1099,113.47098569999999,0.009999999776482582,62030,330.2563247680664,-552.3760375976562,0.0003,110.01569622231257,0.0,20.0
0.01,1676,19.88,29,32096,1102,113.40729861,0.009999999776482582,62190,215.6341233253479,-553.4391784667969,0.0003,,,
0.01,1680,19.88,29,32176,1104,113.87391487999999,0.009999999776482582,62350,122.40309858322144,-555.662109375,0.0003,,,
0.01,1684,19.88,29,32256,1107,113.94241531,0.009999999776482582,62510,10.529129028320312,-555.0332641601562,0.0003,,,
0.01,1688,19.88,29,32336,1109,114.08273097000001,0.009999999776482582,62670,9.125611066818237,-556.0691528320312,0.0003,,,
0.01,1692,19.88,29,32416,1112,113.42196402000002,0.009999999776482582,62830,235.23966598510742,-554.8842468261719,0.0003,,,
0.01,1696,19.88,29,32496,1114,113.45489547999998,0.009999999776482582,62990,90.72759246826172,-557.5872192382812,0.0003,,,
0.03,1700,19.62,29,32550,1116,116.00622574,0.009999999776482582,63098,96.92730045318604,-556.0940246582031,0.0003,,,
0.03,1704,19.62,29,32630,1118,115.93488893999998,0.009999999776482582,63258,9.434933185577393,-556.4561157226562,0.0003,,,
0.04,1708,19.47,29,32695,1120,117.00585258,0.009999999776482582,63388,5.951031684875488,-558.29248046875,0.0003,,,
0.04,1712,19.47,29,32775,1123,117.83400582999998,0.009999999776482582,63548,9.902943134307861,-558.1387634277344,0.0003,,,
0.04,1716,19.47,29,32855,1126,117.83422077000003,0.009999999776482582,63708,316.5459051132202,-560.5302734375,0.0003,,,
0.04,1720,19.47,29,32935,1128,117.61127361999999,0.009999999776482582,63868,62.8055362701416,-560.7715759277344,0.0003,,,
0.04,1724,19.47,29,33015,1131,117.04358445,0.009999999776482582,64028,28.291357040405273,-557.7013549804688,0.0003,,,
0.04,1728,19.47,29,33095,1133,117.68146009999998,0.009999999776482582,64188,23.728327751159668,-561.6322021484375,0.0003,,,
0.04,1732,19.47,29,33175,1136,117.41616537000002,0.009999999776482582,64348,152.73463821411133,-560.8753356933594,0.0003,,,
0.04,1736,19.47,29,33255,1138,117.48656871000001,0.009999999776482582,64508,7.641872406005859,-562.3646850585938,0.0003,,,
0.04,1740,19.47,29,33335,1141,116.75674063999999,0.009999999776482582,64668,100.40294647216797,-562.2771911621094,0.0003,,,
0.04,1744,19.47,29,33415,1143,117.09614843000001,0.009999999776482582,64828,52.643280029296875,-563.5062866210938,0.0003,,,
0.05,1748,19.34,29,33482,1145,118.28259294000001,0.009999999776482582,64962,51.76014518737793,-562.7413940429688,0.0003,,,
0.04,1752,19.46,29,33562,1148,117.08087413000001,0.009999999776482582,65122,24.63482904434204,-561.2170715332031,0.0003,,,
0.04,1756,19.46,29,33642,1150,118.12614965,0.009999999776482582,65282,66.74448442459106,-562.7646789550781,0.0003,,,
0.04,1760,19.46,29,33722,1153,117.79167421,0.009999999776482582,65442,21.44468641281128,-567.3727416992188,0.0003,,,
0.04,1764,19.46,29,33802,1155,117.87270773999998,0.009999999776482582,65602,264.4046630859375,-564.2647399902344,0.0003,,,
0.04,1768,19.46,29,33882,1158,117.4306015,0.009999999776482582,65762,53.658921241760254,-563.8936157226562,0.0003,,,
