curriculum/randomize_probability,time/fps,rollout/success_rate,curriculum/stage_index,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/total_timesteps,train/learning_rate,train/ent_coef,train/actor_loss,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/success_rate,eval/mean_reward
0.0,30,0.0,0.0,20.0,302,35.32668296,744,9121,0.0003,0.009999999776482582,-323.95265197753906,134.34554290771484,16240,,,
0.0,30,0.0,0.0,20.0,305,35.258505910000004,748,9201,0.0003,0.009999999776482582,-324.20420837402344,220.72662734985352,16400,,,
0.0,30,0.0,0.0,20.0,308,34.24650795,752,9281,0.0003,0.009999999776482582,-327.8480987548828,133.0908432006836,16560,,,
0.0,30,0.0,0.0,20.0,311,34.19343687,756,9361,0.0003,0.009999999776482582,-327.5048065185547,184.85906219482422,16720,,,
0.0,30,0.0,0.0,20.0,313,34.72798056,760,9441,0.0003,0.009999999776482582,-328.8557434082031,129.2635040283203,16880,,,
0.0,30,0.0,0.0,20.0,316,33.80082941,764,9521,0.0003,0.009999999776482582,-328.7150115966797,92.81201553344727,17040,,,
0.0,30,0.0,0.0,20.0,319,34.32565126,768,9601,0.0003,0.009999999776482582,-332.3435821533203,120.54924011230469,17200,,,
0.0,30,0.0,0.0,20.0,322,34.23693294,772,9681,0.0003,0.009999999776482582,-331.8770294189453,184.17841339111328,17360,,,
0.0,30,0.0,0.0,20.0,325,34.28270209,776,9761,0.0003,0.009999999776482582,-332.2807922363281,151.20954132080078,17520,,,
0.0,29,0.0,0.0,20.0,328,34.28270209,780,9841,0.0003,0.009999999776482582,-333.95811462402344,152.25184631347656,17680,,,
0.0,30,0.0,0.0,20.0,330,33.608937329999996,784,9921,0.0003,0.009999999776482582,-341.2588348388672,104.11044311523438,17840,,,
0.25,29,0.0,1.0,20.0,339,31.997188689999994,788,10001,0.0003,0.009999999776482582,-343.6632843017578,117.32403182983398,18000,20.0,0.0,-3.7149457325110795
0.25,29,0.0,1.0,20.0,341,30.732872440000005,792,10081,0.0003,0.009999999776482582,-343.4009552001953,172.07359313964844,18160,,,
0.25,29,0.0,1.0,20.0,344,29.51452469,796,10161,0.0003,0.009999999776482582,-343.0140075683594,179.44590759277344,18320,,,
0.25,29,0.0,1.0,20.0,347,27.857709380000003,800,10241,0.0003,0.009999999776482582,-342.16943359375,125.6124496459961,18480,,,
0.25,29,0.0,1.0,20.0,350,26.168203899999998,804,10321,0.0003,0.009999999776482582,-342.12701416015625,198.6975555419922,18640,,,
0.25,29,0.0,1.0,20.0,353,24.48925716,808,10401,0.0003,0.009999999776482582,-344.0495910644531,93.50240707397461,18800,,,
0.25,29,0.0,1.0,20.0,355,22.943227229999998,812,10481,0.0003,0.009999999776482582,-341.0945739746094,135.3670883178711,18960,,,
0.25,29,0.0,1.0,20.0,358,21.814917390000005,816,10561,0.0003,0.009999999776482582,-341.92076110839844,202.85140991210938,19120,,,
0.25,29,0.0,1.0,20.0,361,20.587363640000003,820,10641,0.0003,0.009999999776482582,-340.1560363769531,116.2104377746582,19280,,,
0.25,29,0.0,1.0,20.0,363,19.06166233,824,10721,0.0003,0.009999999776482582,-339.3903350830078,136.38079071044922,19440,,,
0.25,29,0.0,1.0,20.0,366,17.55360801,828,10801,0.0003,0.009999999776482582,-338.99700927734375,155.0355224609375,19600,,,
0.25,29,0.0,1.0,20.0,369,15.91415907,832,10881,0.0003,0.009999999776482582,-336.61517333984375,73.37944793701172,19760,,,
0.25,29,0.0,1.0,20.0,371,15.05676587,836,10961,0.0003,0.009999999776482582,-336.2778625488281,120.04327774047852,19920,,,
0.25,29,0.0,1.0,20.0,374,13.983975489999999,840,11041,0.0003,0.009999999776482582,-336.0902557373047,92.16202163696289,20080,,,
0.25,29,0.0,1.0,20.0,377,12.747625039999997,844,11121,0.0003,0.009999999776482582,-335.44309997558594,123.13884735107422,20240,,,
0.25,29,0.0,1.0,20.0,380,12.030778929999997,848,11201,0.0003,0.009999999776482582,-334.4974822998047,85.46528244018555,20400,,,
0.25,29,0.0,1.0,20.0,383,12.146745289999997,852,11281,0.0003,0.009999999776482582,-333.7952423095703,125.7115592956543,20560,,,
0.25,29,0.0,1.0,20.0,386,11.028579660000002,856,11361,0.0003,0.009999999776482582,-333.58245849609375,98.35669708251953,20720,,,
0.25,29,0.0,1.0,20.0,389,10.28468933,860,11441,0.0003,0.009999999776482582,-329.95660400390625,60.56857681274414,20880,,,
0.25,29,0.0,1.0,20.0,392,10.79555977,864,11521,0.0003,0.009999999776482582,-331.75511169433594,90.16425704956055,21040,,,
0.25,29,0.0,1.0,20.0,395,10.05760156,868,11601,0.0003,0.009999999776482582,-330.5972137451172,144.2846221923828,21200,,,
0.25,29,0.0,1.0,20.0,398,9.814554359999999,872,11681,0.0003,0.009999999776482582,-330.8701934814453,92.89875030517578,21360,,,
0.25,29,0.0,1.0,20.0,400,9.26938553,876,11761,0.0003,0.009999999776482582,-330.4503631591797,126.78004455566406,21520,,,
0.25,29,0.0,1.0,20.0,403,8.111522429999999,880,11841,0.0003,0.009999999776482582,-329.43333435058594,76.27764892578125,21680,,,
0.25,29,0.0,1.0,20.0,405,8.44192251,884,11921,0.0003,0.009999999776482582,-330.21324157714844,95.31844711303711,21840,,,
0.25,29,0.0,1.0,20.0,413,9.75201401,888,12001,0.0003,0.009999999776482582,-332.50172424316406,104.01126098632812,22000,20.0,0.0,11.409381396188074
0.25,29,0.0,1.0,20.0,416,10.02454306,892,12081,0.0003,0.009999999776482582,-333.2986755371094,74.36120986938477,22160,,,
0.25,29,0.0,1.0,20.0,418,11.872944890000001,896,12161,0.0003,0.009999999776482582,-333.2543640136719,138.934814453125,22320,,,
0.25,29,0.0,1.0,20.0,421,13.029660199999999,900,12241,0.0003,0.009999999776482582,-335.37445068359375,109.80395126342773,22480,,,
0.25,29,0.0,1.0,20.0,423,14.240230470000002,904,12321,0.0003,0.009999999776482582,-332.84043884277344,114.67718505859375,22640,,,
0.25,29,0.0,1.0,20.0,426,15.69323808,908,12401,0.0003,0.009999999776482582,-337.9208526611328,114.84518814086914,22800,,,
0.25,29,0.0,1.0,20.0,428,16.78185651,912,12481,0.0003,0.009999999776482582,-336.5758056640625,101.00503540039062,22960,,,
0.25,29,0.0,1.0,20.0,431,18.38532045,916,12561,0.0003,0.009999999776482582,-337.7648010253906,150.75226211547852,23120,,,
0.25,29,0.0,1.0,20.0,433,19.0726395,920,12641,0.0003,0.009999999776482582,-337.0341491699219,121.57295227050781,23280,,,
0.25,29,0.0,1.0,20.0,436,20.65306888,924,12721,0.0003,0.009999999776482582,-334.6626892089844,69.11380767822266,23440,,,
0.25,29,0.0,1.0,20.0,439,21.71204219,928,12801,0.0003,0.009999999776482582,-337.4938659667969,115.91331481933594,23600,,,
0.25,29,0.0,1.0,20.0,441,23.38531269,932,12881,0.0003,0.009999999776482582,-336.80108642578125,101.82524299621582,23760,,,
0.25,29,0.0,1.0,20.0,444,24.688774839999997,936,12961,0.0003,0.009999999776482582,-337.27330017089844,85.12616729736328,23920,,,
0.25,29,0.0,1.0,20.0,447,26.25476942,940,13041,0.0003,0.009999999776482582,-334.52532958984375,113.69904327392578,24080,,,
0.25,29,0.0,1.0,20.0,449,27.600547109999997,944,13121,0.0003,0.009999999776482582,-337.78375244140625,134.07550811767578,24240,,,
0.25,29,0.0,1.0,20.0,452,27.88377965,948,13201,0.0003,0.009999999776482582,-334.29676818847656,72.96699333190918,24400,,,
0.25,29,0.0,1.0,20.0,454,28.756148539999998,952,13281,0.0003,0.009999999776482582,-335.3149871826172,113.4266586303711,24560,,,
0.25,29,0.0,1.0,20.0,457,30.184194520000002,956,13361,0.0003,0.009999999776482582,-334.5648651123047,106.59590530395508,24720,,,
0.25,29,0.0,1.0,20.0,459,31.146328769999997,960,13441,0.0003,0.009999999776482582,-333.28587341308594,67.66364288330078,24880,,,
0.25,29,0.0,1.0,20.0,462,31.72919362,964,13521,0.0003,0.009999999776482582,-331.80006408691406,98.94781875610352,25040,,,
0.25,29,0.0,1.0,20.0,465,32.47563599,968,13601,0.0003,0.009999999776482582,-332.936767578125,61.99042510986328,25200,,,
0.25,29,0.0,1.0,20.0,467,32.81270085,972,13681,0.0003,0.009999999776482582,-332.2872619628906,110.12352752685547,25360,,,
0.25,29,0.0,1.0,20.0,470,33.628161500000004,976,13761,0.0003,0.009999999776482582,-328.8662567138672,119.1860237121582,25520,,,
0.25,29,0.0,1.0,20.0,472,34.30933511,980,13841,0.0003,0.009999999776482582,-330.50665283203125,114.81515502929688,25680,,,
0.25,29,0.0,1.0,20.0,475,35.20168336,984,13921,0.0003,0.009999999776482582,-329.503173828125,104.71383666992188,25840,,,
0.25,28,0.0,1.0,20.0,482,35.61026627999999,988,14001,0.0003,0.009999999776482582,-331.06622314453125,135.0451202392578,26000,20.0,0.0,58.73623996948959
0.25,29,0.0,1.0,20.0,485,36.950097129999996,992,14081,0.0003,0.009999999776482582,-330.7146453857422,106.00531005859375,26160,,,
0.25,29,0.0,1.0,20.0,487,37.04900803,996,14161,0.0003,0.009999999776482582,-330.9231872558594,106.23396301269531,26320,,,
0.25,29,0.0,1.0,20.0,490,38.65484317999999,1000,14241,0.0003,0.009999999776482582,-328.4967346191406,95.24246215820312,26480,,,
0.25,29,0.0,1.0,20.0,492,39.36729278,1004,14321,0.0003,0.009999999776482582,-330.1409454345703,75.57334518432617,26640,,,
0.25,29,0.0,1.0,20.0,495,40.11498482,1008,14401,0.0003,0.009999999776482582,-328.29713439941406,127.9664077758789,26800,,,
0.25,29,0.0,1.0,20.0,497,40.62938742,1012,14481,0.0003,0.009999999776482582,-330.6599578857422,111.4684829711914,26960,,,
0.25,29,0.0,1.0,20.0,500,40.82406039,1016,14561,0.0003,0.009999999776482582,-328.9043426513672,68.95960235595703,27120,,,
0.25,29,0.0,1.0,20.0,502,42.18109873999999,1020,14641,0.0003,0.009999999776482582,-329.70680236816406,95.15580749511719,27280,,,
0.25,29,0.0,1.0,20.0,505,42.34284475,1024,14721,0.0003,0.009999999776482582,-330.2645721435547,134.43989944458008,27440,,,
0.25,29,0.0,1.0,20.0,507,42.88116105,1028,14801,0.0003,0.009999999776482582,-327.4315643310547,116.57449722290039,27600,,,
0.25,29,0.0,1.0,20.0,510,43.463104439999995,1032,14881,0.0003,0.009999999776482582,-327.76800537109375,120.34080505371094,27760,,,
0.25,29,0.0,1.0,20.0,512,43.20015926,1036,14961,0.0003,0.009999999776482582,-329.1149139404297,100.71784210205078,27920,,,
0.25,29,0.0,1.0,20.0,515,43.611978719999996,1040,15041,0.0003,0.009999999776482582,-327.3156433105469,63.80986404418945,28080,,,
0.25,29,0.0,1.0,20.0,517,43.11285796,1044,15121,0.0003,0.009999999776482582,-328.04522705078125,91.43711471557617,28240,,,
0.25,29,0.0,1.0,20.0,520,43.65659510999999,1048,15201,0.0003,0.009999999776482582,-327.29388427734375,124.35425567626953,28400,,,
0.25,29,0.0,1.0,20.0,522,43.25633140000001,1052,15281,0.0003,0.009999999776482582,-327.03541564941406,74.79825592041016,28560,,,
0.25,29,0.0,1.0,20.0,525,42.55589467,1056,15361,0.0003,0.009999999776482582,-325.51344299316406,97.7957534790039,28720,,,
0.25,29,0.0,1.0,20.0,527,41.81623209,1060,15441,0.0003,0.009999999776482582,-324.5820007324219,46.05421829223633,28880,,,
0.25,29,0.0,1.0,20.0,530,41.27066689,1064,15521,0.0003,0.009999999776482582,-326.108154296875,37.36173915863037,29040,,,
0.25,29,0.0,1.0,20.0,533,41.81361984,1068,15601,0.0003,0.009999999776482582,-327.38587951660156,115.82842254638672,29200,,,
0.25,29,0.0,1.0,20.0,535,41.84940772,1072,15681,0.0003,0.009999999776482582,-325.6349792480469,108.31123733520508,29360,,,
0.25,29,0.0,1.0,20.0,538,41.21957993,1076,15761,0.0003,0.009999999776482582,-326.2020721435547,46.101057052612305,29520,,,
0.25,29,0.0,1.0,20.0,540,42.03346509,1080,15841,0.0003,0.009999999776482582,-325.7611846923828,90.65998840332031,29680,,,
0.25,29,0.0,1.0,20.0,543,41.596274470000004,1084,15921,0.0003,0.009999999776482582,-329.6956024169922,81.66923141479492,29840,,,
0.25,28,0.0,1.0,20.0,551,42.015361809999995,1088,16001,0.0003,0.009999999776482582,-325.3282928466797,66.25702285766602,30000,20.0,0.0,33.00836898554452
0.25,29,0.0,1.0,20.0,554,42.826969180000006,1092,16081,0.0003,0.009999999776482582,-324.0000762939453,60.66697883605957,30160,,,
0.25,29,0.0,1.0,20.0,556,42.36304958000001,1096,16161,0.0003,0.009999999776482582,-326.6344757080078,73.58515167236328,30320,,,
0.25,29,0.0,1.0,20.0,559,41.378484019999995,1100,16241,0.0003,0.009999999776482582,-331.10650634765625,106.96395874023438,30480,,,
0.25,29,0.01,1.0,19.93,561,44.092408230000004,1104,16314,0.0003,0.009999999776482582,-325.39080810546875,52.78844451904297,30626,,,
0.25,29,0.01,1.0,19.93,564,44.2478104,1108,16394,0.0003,0.009999999776482582,-329.9852294921875,50.308767318725586,30786,,,
0.25,29,0.01,1.0,19.93,566,44.439306589999994,1112,16474,0.0003,0.009999999776482582,-327.9990692138672,82.88057708740234,30946,,,
0.25,29,0.01,1.0,19.93,569,44.512039290000004,1116,16554,0.0003,0.009999999776482582,-330.197509765625,99.21794509887695,31106,,,
0.25,29,0.01,1.0,19.93,571,44.305595440000005,1120,16634,0.0003,0.009999999776482582,-329.6569366455078,76.31599426269531,31266,,,
0.25,29,0.01,1.0,19.93,574,44.4899453,1124,16714,0.0003,0.009999999776482582,-331.0331115722656,127.58943176269531,31426,,,
0.25,29,0.01,1.0,19.93,576,44.50821743,1128,16794,0.0003,0.009999999776482582,-332.7543487548828,97.93909454345703,31586,,,
0.25,29,0.01,1.0,19.93,579,44.136476630000004,1132,16874,0.0003,0.009999999776482582,-331.3585205078125,110.87924194335938,31746,,,
0.25,29,0.01,1.0,19.93,581,45.12827011,1136,16954,0.0003,0.009999999776482582,-332.5204315185547,43.53411865234375,31906,,,
0.25,29,0.01,1.0,19.93,584,45.00487540000001,1140,17034,0.0003,0.009999999776482582,-333.9429168701172,106.53991317749023,32066,,,
0.25,29,0.01,1.0,19.93,586,46.32531288000001,1144,17114,0.0003,0.009999999776482582,-332.37281799316406,122.92913055419922,32226,,,
0.25,29,0.01,1.0,19.93,589,46.81590856999999,1148,17194,0.0003,0.009999999776482582,-334.48114013671875,93.77896499633789,32386,,,
0.25,29,0.01,1.0,19.93,591,47.061329349999994,1152,17274,0.0003,0.009999999776482582,-333.8531951904297,101.5760269165039,32546,,,
0.25,29,0.01,1.0,19.93,594,47.92531626,1156,17354,0.0003,0.009999999776482582,-331.73719787597656,83.91483688354492,32706,,,
0.25,29,0.01,1.0,19.93,596,49.00750964000001,1160,17434,0.0003,0.009999999776482582,-330.83502197265625,113.4815673828125,32866,,,
0.25,29,0.01,1.0,19.93,599,49.94998971000001,1164,17514,0.0003,0.009999999776482582,-334.35601806640625,94.7839126586914,33026,,,
0.25,29,0.01,1.0,19.93,601,49.064542900000006,1168,17594,0.0003,0.009999999776482582,-333.1800537109375,79.48255157470703,33186,,,
0.25,29,0.01,1.0,19.93,604,49.06747350999999,1172,17674,0.0003,0.009999999776482582,-332.9864044189453,94.52994918823242,33346,,,
0.25,29,0.01,1.0,19.93,606,49.52609912999999,1176,17754,0.0003,0.009999999776482582,-333.6187286376953,55.10823059082031,33506,,,
0.25,29,0.01,1.0,19.93,609,49.26484503,1180,17834,0.0003,0.009999999776482582,-333.2986755371094,147.7094268798828,33666,,,
0.25,29,0.01,1.0,19.93,611,49.79835886,1184,17914,0.0003,0.009999999776482582,-332.7955322265625,46.67030429840088,33826,,,
0.25,29,0.01,1.0,19.93,614,49.33571613000001,1188,17994,0.0003,0.009999999776482582,-332.8561248779297,82.01559257507324,33986,,,
0.25,29,0.01,1.0,19.93,622,49.573543659999984,1192,18074,0.0003,0.009999999776482582,-332.15724182128906,38.274192810058594,34146,20.0,0.0,36.93864893887725
0.25,29,0.01,1.0,19.93,625,49.19791695999999,1196,18154,0.0003,0.009999999776482582,-331.4906311035156,114.70977020263672,34306,,,
0.25,29,0.01,1.0,19.93,627,49.144500279999995,1200,18234,0.0003,0.009999999776482582,-330.50823974609375,67.58110046386719,34466,,,
0.25,29,0.0,1.0,20.0,630,46.21870329,1204,18314,0.0003,0.009999999776482582,-330.90391540527344,70.30256652832031,34626,,,
0.25,29,0.0,1.0,20.0,632,45.65699409,1208,18394,0.0003,0.009999999776482582,-330.05921936035156,120.1557388305664,34786,,,
0.25,29,0.0,1.0,20.0,635,45.99281079999999,1212,18474,0.0003,0.009999999776482582,-330.80914306640625,71.84164047241211,34946,,,
0.25,29,0.0,1.0,20.0,637,46.346668599999994,1216,18554,0.0003,0.009999999776482582,-330.3455352783203,83.7870864868164,35106,,,
0.25,29,0.0,1.0,20.0,640,46.249342750000004,1220,18634,0.0003,0.009999999776482582,-332.29942321777344,57.364871978759766,35266,,,
0.25,29,0.0,1.0,20.0,642,46.3910919,1224,18714,0.0003,0.009999999776482582,-328.0427703857422,83.96967315673828,35426,,,
0.25,29,0.0,1.0,20.0,645,46.92821321,1228,18794,0.0003,0.009999999776482582,-331.8515319824219,81.88212394714355,35586,,,
0.25,29,0.0,1.0,20.0,647,46.28570103999999,1232,18874,0.0003,0.009999999776482582,-331.5982208251953,68.20732498168945,35746,,,
0.25,29,0.0,1.0,20.0,650,45.993978719999994,1236,18954,0.0003,0.009999999776482582,-327.9015655517578,130.43575286865234,35906,,,
0.25,29,0.0,1.0,20.0,652,45.78562611999999,1240,19034,0.0003,0.009999999776482582,-332.0572814941406,52.502586364746094,36066,,,
0.25,29,0.0,1.0,20.0,655,44.930710520000005,1244,19114,0.0003,0.009999999776482582,-330.7103576660156,94.3311996459961,36226,,,
0.25,29,0.0,1.0,20.0,658,44.908923650000006,1248,19194,0.0003,0.009999999776482582,-330.4479675292969,96.73062515258789,36386,,,
0.25,29,0.0,1.0,20.0,660,45.15628124,1252,19274,0.0003,0.009999999776482582,-328.3718719482422,68.50289535522461,36546,,,
0.25,29,0.0,1.0,20.0,663,44.55339271,1256,19354,0.0003,0.009999999776482582,-328.5379180908203,76.56394958496094,36706,,,
0.25,29,0.0,1.0,20.0,665,43.96909343,1260,19434,0.0003,0.009999999776482582,-328.89268493652344,47.44753646850586,36866,,,
0.25,29,0.0,1.0,20.0,668,43.52289424000001,1264,19514,0.0003,0.009999999776482582,-327.3893737792969,83.20409393310547,37026,,,
0.25,29,0.0,1.0,20.0,671,44.394022320000005,1268,19594,0.0003,0.009999999776482582,-326.2613983154297,37.26206302642822,37186,,,
0.25,29,0.0,1.0,20.0,673,43.98528326,1272,19674,0.0003,0.009999999776482582,-329.6610565185547,83.7297592163086,37346,,,
0.25,29,0.0,1.0,20.0,676,43.4725965,1276,19754,0.0003,0.009999999776482582,-328.1562194824219,51.506797790527344,37506,,,
0.25,29,0.0,1.0,20.0,678,43.477562070000005,1280,19834,0.0003,0.009999999776482582,-327.6528015136719,97.67939376831055,37666,,,
0.25,29,0.0,1.0,20.0,681,42.350865750000004,1284,19914,0.0003,0.009999999776482582,-327.4663391113281,128.7034683227539,37826,,,
0.25,29,0.0,1.0,20.0,683,42.38734235999999,1288,19994,0.0003,0.009999999776482582,-327.0906982421875,62.21932411193848,37986,,,
0.25,28,0.0,1.0,20.0,692,41.71265834999999,1292,20074,0.0003,0.009999999776482582,-325.55340576171875,40.96332550048828,38146,20.0,0.0,45.83485973019758
0.25,29,0.0,1.0,20.0,694,42.25835774999999,1296,20154,0.0003,0.009999999776482582,-327.6190490722656,46.49381446838379,38306,,,
0.25,29,0.0,1.0,20.0,697,42.710760709999995,1300,20234,0.0003,0.009999999776482582,-327.36753845214844,116.80289077758789,38466,,,
0.25,29,0.0,1.0,20.0,699,42.80544293999999,1304,20314,0.0003,0.009999999776482582,-328.84764099121094,66.84521102905273,38626,,,
0.25,29,0.0,1.0,20.0,702,43.17234663,1308,20394,0.0003,0.009999999776482582,-327.75537109375,52.72298812866211,38786,,,
0.25,29,0.0,1.0,20.0,705,42.64156644,1312,20474,0.0003,0.009999999776482582,-326.7712707519531,29.892719268798828,38946,,,
0.25,29,0.0,1.0,20.0,707,42.40290160999999,1316,20554,0.0003,0.009999999776482582,-329.4193115234375,57.94451713562012,39106,,,
0.25,29,0.0,1.0,20.0,710,43.02739746,1320,20634,0.0003,0.009999999776482582,-329.4170837402344,94.34165954589844,39266,,,
0.25,29,0.01,1.0,19.99,712,45.53743636,1324,20713,0.0003,0.009999999776482582,-330.65708923339844,70.00642490386963,39424,,,
0.25,29,0.03,1.0,19.85,714,49.471279320000015,1328,20779,0.0003,0.009999999776482582,-331.3022003173828,54.667964935302734,39556,,,
0.25,29,0.03,1.0,19.85,716,50.52378967,1332,20859,0.0003,0.009999999776482582,-332.9805450439453,53.58250045776367,39716,,,
0.25,29,0.04,1.0,19.76,719,52.308707170000005,1336,20930,0.0003,0.009999999776482582,-332.1357727050781,104.30642700195312,39858,,,
0.25,29,0.04,1.0,19.76,721,53.13073662000001,1340,21010,0.0003,0.009999999776482582,-331.8933563232422,68.28807830810547,40018,,,
0.25,29,0.04,1.0,19.76,724,53.31369523,1344,21090,0.0003,0.009999999776482582,-331.9588165283203,50.08140563964844,40178,,,
0.25,29,0.05,1.0,19.75,726,55.697429809999996,1348,21169,0.0003,0.009999999776482582,-333.67027282714844,94.66319274902344,40336,,,
0.25,29,0.05,1.0,19.75,729,56.69789200000001,1352,21249,0.0003,0.009999999776482582,-331.9183807373047,91.0691785812378,40496,,,
0.25,29,0.05,1.0,19.75,731,56.78729718,1356,21329,0.0003,0.009999999776482582,-333.42396545410156,64.25528335571289,40656,,,
0.25,29,0.05,1.0,19.75,733,56.84586296,1360,21409,0.0003,0.009999999776482582,-333.5536193847656,64.90780639648438,40816,,,
0.25,29,0.05,1.0,19.75,736,57.16265229,1364,21489,0.0003,0.009999999776482582,-333.8309631347656,95.60252380371094,40976,,,
0.25,29,0.05,1.0,19.75,738,57.283566259999986,1368,21569,0.0003,0.009999999776482582,-333.2302551269531,86.64936828613281,41136,,,
0.25,29,0.05,1.0,19.75,741,58.11025475,1372,21649,0.0003,0.009999999776482582,-335.8590393066406,97.55260467529297,41296,,,
0.25,29,0.05,1.0,19.75,743,59.01431136,1376,21729,0.0003,0.009999999776482582,-335.21343994140625,64.00299072265625,41456,,,
0.25,29,0.05,1.0,19.75,746,59.180557639999996,1380,21809,0.0003,0.009999999776482582,-336.42388916015625,96.02943420410156,41616,,,
0.25,29,0.05,1.0,19.75,748,60.89849416,1384,21889,0.0003,0.009999999776482582,-332.34710693359375,162.52305603027344,41776,,,
0.25,29,0.06,1.0,19.72,751,62.60982065,1388,21966,0.0003,0.009999999776482582,-335.0086364746094,46.1640625,41930,,,
0.5,29,0.06,2.0,19.72,759,62.690902830000006,1392,22046,0.0003,0.009999999776482582,-335.1881408691406,46.93663024902344,42090,20.0,0.0,42.4564685857044
0.5,29,0.06,2.0,19.72,761,61.90210376,1396,22126,0.0003,0.009999999776482582,-335.6712951660156,87.84418487548828,42250,,,
0.5,29,0.06,2.0,19.72,764,61.24531855,1400,22206,0.0003,0.009999999776482582,-334.8911590576172,74.34751510620117,42410,,,
0.5,29,0.06,2.0,19.72,766,62.04332814,1404,22286,0.0003,0.009999999776482582,-333.9889831542969,110.90654373168945,42570,,,
0.5,29,0.06,2.0,19.72,769,62.20865634999999,1408,22366,0.0003,0.009999999776482582,-333.64381408691406,102.0367431640625,42730,,,
0.5,29,0.06,2.0,19.72,771,62.02891001,1412,22446,0.0003,0.009999999776482582,-332.8451690673828,74.78846168518066,42890,,,
0.5,29,0.06,2.0,19.72,774,61.82230622999999,1416,22526,0.0003,0.009999999776482582,-334.9482727050781,112.77095031738281,43050,,,
0.5,29,0.06,2.0,19.72,776,61.034644820000004,1420,22606,0.0003,0.009999999776482582,-330.95347595214844,54.25299644470215,43210,,,
0.5,29,0.05,2.0,19.73,779,58.30977535,1424,22686,0.0003,0.009999999776482582,-335.1544494628906,110.27123260498047,43370,,,
0.5,29,0.03,2.0,19.87,782,53.89045733,1428,22766,0.0003,0.009999999776482582,-333.56654357910156,119.83137512207031,43530,,,
0.5,29,0.03,2.0,19.87,784,53.53894585,1432,22846,0.0003,0.009999999776482582,-336.04640197753906,69.50012969970703,43690,,,
0.5,29,0.02,2.0,19.96,787,52.04292947000002,1436,22926,0.0003,0.009999999776482582,-333.21588134765625,53.994144439697266,43850,,,
0.5,29,0.02,2.0,19.96,790,51.81548857000001,1440,23006,0.0003,0.009999999776482582,-334.78636169433594,38.714080810546875,44010,,,
0.5,29,0.03,2.0,19.86,792,54.09319445999999,1444,23076,0.0003,0.009999999776482582,-333.63812255859375,114.09505462646484,44150,,,
0.5,29,0.02,2.0,19.87,795,51.254430830000004,1448,23156,0.0003,0.009999999776482582,-336.18218994140625,125.63146209716797,44310,,,
0.5,29,0.02,2.0,19.87,797,51.19814847,1452,23236,0.0003,0.009999999776482582,-336.63800048828125,64.9944953918457,44470,,,
0.5,29,0.02,2.0,19.87,800,51.05351444,1456,23316,0.0003,0.009999999776482582,-334.0971374511719,62.63150215148926,44630,,,
0.5,29,0.02,2.0,19.87,803,50.31521145,1460,23396,0.0003,0.009999999776482582,-334.94866943359375,63.20976448059082,44790,,,
0.5,29,0.02,2.0,19.87,805,50.157046799999996,1464,23476,0.0003,0.009999999776482582,-336.27162170410156,115.49774932861328,44950,,,
0.5,29,0.02,2.0,19.87,808,49.90295990999999,1468,23556,0.0003,0.009999999776482582,-336.3632507324219,72.04970932006836,45110,,,
0.5,29,0.02,2.0,19.87,811,49.86357831,1472,23636,0.0003,0.009999999776482582,-333.88465881347656,203.51487731933594,45270,,,
0.5,29,0.02,2.0,19.87,813,49.88337580000001,1476,23716,0.0003,0.009999999776482582,-335.9531707763672,100.5207290649414,45430,,,
0.5,29,0.02,2.0,19.87,816,49.94509843,1480,23796,0.0003,0.009999999776482582,-334.9551696777344,82.43051528930664,45590,,,
0.5,29,0.02,2.0,19.87,819,49.57727400999999,1484,23876,0.0003,0.009999999776482582,-336.3680419921875,90.8874740600586,45750,,,
0.5,29,0.01,2.0,19.9,821,48.22832616000001,1488,23956,0.0003,0.009999999776482582,-335.4428405761719,33.53557777404785,45910,,,
0.5,28,0.01,2.0,19.9,830,49.141309629999995,1492,24036,0.0003,0.009999999776482582,-335.49468994140625,127.15488052368164,46070,20.0,0.0,43.33329168692252
0.5,28,0.01,2.0,19.9,832,50.102823019999995,1496,24116,0.0003,0.009999999776482582,-337.38433837890625,112.55156707763672,46230,,,
0.5,28,0.01,2.0,19.9,835,49.9036663,1500,24196,0.0003,0.009999999776482582,-333.8199768066406,80.53770065307617,46390,,,
0.5,28,0.01,2.0,19.9,838,50.185223539999996,1504,24276,0.0003,0.009999999776482582,-335.9378204345703,61.33783531188965,46550,,,
0.5,28,0.01,2.0,19.9,840,50.77868047,1508,24356,0.0003,0.009999999776482582,-333.7322998046875,131.75928497314453,46710,,,
0.5,28,0.01,2.0,19.9,843,51.49016363,1512,24436,0.0003,0.009999999776482582,-337.76947021484375,38.38934135437012,46870,,,
0.5,28,0.01,2.0,19.9,846,52.30952219000001,1516,24516,0.0003,0.009999999776482582,-333.37486267089844,101.21202850341797,47030,,,
0.5,28,0.01,2.0,19.9,849,52.87905192,1520,24596,0.0003,0.009999999776482582,-335.8495635986328,41.47926616668701,47190,,,
0.5,28,0.01,2.0,19.9,852,51.96879534000001,1524,24676,0.0003,0.009999999776482582,-334.774169921875,62.99791717529297,47350,,,
0.5,28,0.01,2.0,19.9,855,51.67223405,1528,24756,0.0003,0.009999999776482582,-336.012939453125,114.2021484375,47510,,,
