time/time_elapsed,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/fps,train/ent_coef,rollout/success_rate,train/actor_loss,train/critic_loss,time/episodes,train/learning_rate,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate
578,-0.2261591100000001,28998,31.56,45,0.009999999776482582,0.0,-63.66960906982422,2.9197001457214355,844,0.0003,26099,32.0,-13.331642681902125,0.0
580,-0.14611757000000009,29126,31.78,45,0.009999999776482582,0.0,-61.37500762939453,3.731449604034424,848,0.0003,26227,,,
582,-0.8522438799999996,29254,31.78,45,0.009999999776482582,0.0,-61.23859405517578,5.340732097625732,852,0.0003,26355,,,
584,-1.3369425599999998,29382,32.0,45,0.009999999776482582,0.0,-68.4689712524414,0.3344995975494385,856,0.0003,26483,,,
586,-1.0430989899999996,29510,32.0,45,0.009999999776482582,0.0,-61.00963592529297,0.7534873485565186,860,0.0003,26611,,,
588,-1.1296960500000002,29638,32.0,45,0.009999999776482582,0.0,-58.687034606933594,0.5980319976806641,864,0.0003,26739,,,
590,-1.7981482800000002,29766,32.0,45,0.009999999776482582,0.0,-59.54377365112305,2.016906261444092,868,0.0003,26867,,,
592,-2.05209385,29894,32.0,45,0.009999999776482582,0.0,-62.302406311035156,1.1619867086410522,872,0.0003,26995,,,
601,-3.029935920000001,30022,32.0,45,0.009999999776482582,0.0,-59.4227294921875,0.5788347721099854,876,0.0003,27123,32.0,-3.4469546945150347,0.0
603,-4.25249786,30150,32.0,45,0.009999999776482582,0.0,-61.6511116027832,0.8808602094650269,880,0.0003,27251,,,
605,-4.79902882,30278,32.0,45,0.009999999776482582,0.0,-61.86678695678711,0.843486487865448,884,0.0003,27379,,,
607,-5.6386866399999995,30406,32.0,45,0.009999999776482582,0.0,-62.80258560180664,0.5083411931991577,888,0.0003,27507,,,
609,-5.232301660000001,30534,32.0,45,0.009999999776482582,0.0,-63.107906341552734,2.5758094787597656,892,0.0003,27635,,,
611,-5.596327680000001,30662,32.0,45,0.009999999776482582,0.0,-60.70942687988281,0.3304139971733093,896,0.0003,27763,,,
613,-4.8321844800000004,30790,32.0,45,0.009999999776482582,0.0,-61.90161895751953,2.5734505653381348,900,0.0003,27891,,,
622,-4.771516290000001,30918,32.0,45,0.009999999776482582,0.0,-62.559608459472656,0.46417179703712463,904,0.0003,28019,32.0,3.0070369204857443,0.0
624,-4.31399296,31046,32.0,45,0.009999999776482582,0.0,-60.690032958984375,2.314335823059082,908,0.0003,28147,,,
626,-3.86890514,31174,32.0,45,0.009999999776482582,0.0,-60.306461334228516,1.283186435699463,912,0.0003,28275,,,
628,-4.57305417,31302,32.0,45,0.009999999776482582,0.0,-61.30259704589844,0.3950962722301483,916,0.0003,28403,,,
630,-4.320627719999999,31430,32.0,45,0.009999999776482582,0.0,-60.19184875488281,0.5221818685531616,920,0.0003,28531,,,
632,-3.92519764,31548,31.9,45,0.009999999776482582,0.0,-61.525386810302734,4.565469264984131,924,0.0003,28649,,,
634,-3.8610983500000002,31677,31.91,45,0.009999999776482582,0.0,-60.437042236328125,1.4349193572998047,928,0.0003,28778,,,
636,-4.82952999,31803,31.89,45,0.009999999776482582,0.0,-61.89792251586914,3.9982051849365234,932,0.0003,28904,,,
644,-3.857462839999999,31931,31.89,45,0.009999999776482582,0.0,-65.81930541992188,0.9413376450538635,936,0.0003,29032,31.35,6.403337654952198,0.0
646,-3.54947677,32048,31.78,45,0.009999999776482582,0.0,-65.35458374023438,0.9237802028656006,940,0.0003,29149,,,
647,-2.7324818500000005,32146,31.48,45,0.009999999776482582,0.0,-64.33361053466797,3.0828635692596436,944,0.0003,29247,,,
649,-2.5299828200000003,32270,31.44,45,0.009999999776482582,0.0,-65.50151062011719,5.002702713012695,948,0.0003,29371,,,
651,-0.9318643100000001,32398,31.44,45,0.009999999776482582,0.0,-62.998443603515625,4.126986503601074,952,0.0003,29499,,,
653,-0.13499435999999984,32526,31.44,45,0.009999999776482582,0.0,-62.23572540283203,3.4801523685455322,956,0.0003,29627,,,
655,0.022060720000000308,32654,31.44,45,0.009999999776482582,0.0,-68.65568542480469,15.870158195495605,960,0.0003,29755,,,
657,0.4227280599999999,32782,31.44,45,0.009999999776482582,0.0,-62.37533187866211,0.6560072898864746,964,0.0003,29883,,,
