rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,time/episodes,train/actor_loss,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,eval/mean_reward,eval/success_rate,eval/mean_ep_length
0.0,-2.44118828,5659,110,51,4.51,908,5.938874244689941,9.5405912399292,0.009999999776482582,0.0003,4658,,,
0.0,-2.0618632100000003,5677,110,51,4.51,912,4.791677474975586,8.479757308959961,0.009999999776482582,0.0003,4676,,,
0.0,-1.6251510900000006,5696,110,51,4.51,916,4.845343112945557,10.136054992675781,0.009999999776482582,0.0003,4695,,,
0.0,-1.2159514400000002,5715,111,51,4.5,920,6.464398384094238,9.54701042175293,0.009999999776482582,0.0003,4714,,,
0.0,-1.3424505299999998,5731,111,51,4.46,924,6.042298316955566,10.894540786743164,0.009999999776482582,0.0003,4730,,,
0.0,-1.1746435999999998,5750,112,51,4.45,928,5.039775848388672,9.814916610717773,0.009999999776482582,0.0003,4749,,,
0.0,-1.00178696,5770,112,51,4.47,932,5.713289737701416,8.100340843200684,0.009999999776482582,0.0003,4769,,,
0.0,-1.46660941,5787,112,51,4.47,936,5.632333755493164,7.754491329193115,0.009999999776482582,0.0003,4786,,,
0.0,-1.2462513100000003,5803,113,51,4.45,940,6.121012210845947,8.274170875549316,0.009999999776482582,0.0003,4802,,,
0.0,-1.2732973,5820,113,51,4.45,944,5.755712509155273,9.366538047790527,0.009999999776482582,0.0003,4819,,,
0.0,-1.6499985599999996,5836,113,51,4.43,948,6.434877872467041,8.084432601928711,0.009999999776482582,0.0003,4835,,,
0.0,-1.5947503399999996,5854,114,51,4.44,952,6.044244766235352,9.841987609863281,0.009999999776482582,0.0003,4853,,,
0.0,-1.42251365,5871,114,51,4.42,956,5.258354187011719,8.619134902954102,0.009999999776482582,0.0003,4870,,,
0.0,-1.6516356300000004,5890,115,51,4.43,960,6.240988254547119,9.381193161010742,0.009999999776482582,0.0003,4889,,,
0.0,-1.1622080499999996,5908,115,51,4.43,964,5.669857501983643,9.66635799407959,0.009999999776482582,0.0003,4907,,,
0.0,-1.2521950499999999,5927,115,51,4.44,968,5.844894886016846,9.842921257019043,0.009999999776482582,0.0003,4926,,,
0.0,-1.2919747999999998,5945,116,51,4.44,972,5.8107380867004395,8.084723472595215,0.009999999776482582,0.0003,4944,,,
0.0,-1.2515595399999997,5963,116,51,4.44,976,4.9195051193237305,10.360063552856445,0.009999999776482582,0.0003,4962,,,
0.0,-1.0851200699999999,5981,117,51,4.43,980,5.808687210083008,8.703176498413086,0.009999999776482582,0.0003,4980,,,
0.0,-1.0728443699999997,5998,117,51,4.44,984,6.657232761383057,8.591989517211914,0.009999999776482582,0.0003,4997,,,
0.0,-1.25572835,6016,118,50,4.45,988,6.82295036315918,9.042192459106445,0.009999999776482582,0.0003,5015,-2.6804118931493166,0.0,4.4
0.0,-1.3876775600000002,6034,119,50,4.44,992,6.7184834480285645,8.556466102600098,0.009999999776482582,0.0003,5033,,,
0.0,-1.10537054,6052,119,50,4.44,996,5.458644866943359,10.521012306213379,0.009999999776482582,0.0003,5051,,,
0.0,-0.9058525699999999,6070,120,50,4.46,1000,6.246647834777832,7.5552592277526855,0.009999999776482582,0.0003,5069,,,
0.0,-0.88482146,6087,120,50,4.45,1004,5.82063102722168,9.348867416381836,0.009999999776482582,0.0003,5086,,,
0.0,-1.1066874900000006,6105,120,50,4.46,1008,5.767764091491699,9.961957931518555,0.009999999776482582,0.0003,5104,,,
0.0,-1.0775475000000005,6122,121,50,4.45,1012,5.441544055938721,9.816625595092773,0.009999999776482582,0.0003,5121,,,
0.0,-0.87016954,6139,121,50,4.43,1016,5.742504119873047,8.828375816345215,0.009999999776482582,0.0003,5138,,,
0.0,-0.8837934000000003,6156,121,50,4.41,1020,5.881841659545898,8.902347564697266,0.009999999776482582,0.0003,5155,,,
0.0,-0.8878053500000002,6174,122,50,4.43,1024,5.490603923797607,8.275957107543945,0.009999999776482582,0.0003,5173,,,
0.0,-0.6471033000000002,6193,122,50,4.43,1028,6.1076340675354,7.757086753845215,0.009999999776482582,0.0003,5192,,,
0.0,-1.0232548100000003,6211,122,50,4.41,1032,5.39423942565918,9.622042655944824,0.009999999776482582,0.0003,5210,,,
0.0,-0.98204837,6230,123,50,4.43,1036,6.427617073059082,7.987789154052734,0.009999999776482582,0.0003,5229,,,
0.0,-0.9760751800000002,6248,123,50,4.45,1040,6.103762626647949,9.094647407531738,0.009999999776482582,0.0003,5247,,,
0.0,-1.3600392900000002,6265,123,50,4.45,1044,6.3391265869140625,7.279810905456543,0.009999999776482582,0.0003,5264,,,
0.0,-0.5947617100000001,6283,124,50,4.47,1048,5.919588565826416,9.254642486572266,0.009999999776482582,0.0003,5282,,,
0.0,-0.6352593100000001,6300,124,50,4.46,1052,6.208092212677002,10.017341613769531,0.009999999776482582,0.0003,5299,,,
0.0,-0.5592286500000001,6318,125,50,4.47,1056,5.039916038513184,9.1378812789917,0.009999999776482582,0.0003,5317,,,
0.0,-0.5547558300000001,6335,125,50,4.45,1060,5.50492525100708,9.23274040222168,0.009999999776482582,0.0003,5334,,,
0.0,-0.7662282400000002,6354,125,50,4.46,1064,5.882498741149902,7.935207366943359,0.009999999776482582,0.0003,5353,,,
0.0,-0.6114070600000001,6371,126,50,4.44,1068,5.758066654205322,9.257214546203613,0.009999999776482582,0.0003,5370,,,
0.0,-0.66888552,6389,126,50,4.44,1072,4.238968372344971,11.402278900146484,0.009999999776482582,0.0003,5388,,,
0.0,-0.8140662599999999,6412,127,50,4.49,1076,5.777365684509277,6.6223649978637695,0.009999999776482582,0.0003,5411,,,
0.0,-0.96081526,6429,127,50,4.48,1080,4.452744960784912,11.043744087219238,0.009999999776482582,0.0003,5428,,,
0.0,-1.6276339999999996,6447,127,50,4.49,1084,5.711967468261719,8.326313018798828,0.009999999776482582,0.0003,5446,,,
0.0,-1.4056125700000004,6469,128,50,4.53,1088,4.597264289855957,10.797974586486816,0.009999999776482582,0.0003,5468,,,
0.0,-0.9917231500000001,6485,128,50,4.51,1092,4.469770908355713,8.969270706176758,0.009999999776482582,0.0003,5484,,,
0.0,-1.3270115799999997,6502,128,50,4.5,1096,4.852017402648926,10.334041595458984,0.009999999776482582,0.0003,5501,,,
0.0,-1.35171821,6520,129,50,4.5,1100,6.139042377471924,9.365884780883789,0.009999999776482582,0.0003,5519,,,
0.0,-1.40063108,6537,129,50,4.5,1104,4.937623977661133,7.87459135055542,0.009999999776482582,0.0003,5536,,,
0.0,-1.4766718999999997,6553,129,50,4.48,1108,6.194063186645508,6.885566234588623,0.009999999776482582,0.0003,5552,,,
0.0,-1.5476156799999998,6572,130,50,4.5,1112,5.665831089019775,7.201389789581299,0.009999999776482582,0.0003,5571,,,
0.0,-1.7274950999999998,6590,130,50,4.51,1116,5.403331279754639,7.649903297424316,0.009999999776482582,0.0003,5589,,,
0.0,-1.5702209399999998,6610,130,50,4.54,1120,5.525341033935547,7.770063877105713,0.009999999776482582,0.0003,5609,,,
0.0,-1.5918369199999998,6652,131,50,4.78,1124,5.249451160430908,9.280532836914062,0.009999999776482582,0.0003,5651,,,
0.0,-1.6645358400000003,6681,132,50,4.88,1128,4.777454853057861,8.527925491333008,0.009999999776482582,0.0003,5680,,,
0.0,-1.48637329,6705,132,50,4.94,1132,5.325606822967529,10.877555847167969,0.009999999776482582,0.0003,5704,,,
0.0,-1.4471121100000004,6723,132,50,4.93,1136,4.945456027984619,7.239800453186035,0.009999999776482582,0.0003,5722,,,
0.0,-1.6468923400000002,6740,133,50,4.92,1140,6.698646545410156,7.7253594398498535,0.009999999776482582,0.0003,5739,,,
0.0,-1.2593848099999996,6756,133,50,4.91,1144,4.364147186279297,9.788169860839844,0.009999999776482582,0.0003,5755,,,
0.0,-1.2491656699999998,6773,133,50,4.9,1148,5.643651008605957,7.940094947814941,0.009999999776482582,0.0003,5772,,,
0.0,-1.7496845099999998,6803,134,50,5.03,1152,5.189074516296387,8.071660995483398,0.009999999776482582,0.0003,5802,,,
0.0,-2.2633375,6832,135,50,5.14,1156,4.993457317352295,8.081345558166504,0.009999999776482582,0.0003,5831,,,
0.0,-2.0968720499999995,6859,135,50,5.24,1160,4.8303093910217285,9.309122085571289,0.009999999776482582,0.0003,5858,,,
0.0,-1.9199119899999995,6875,135,50,5.21,1164,5.173309326171875,8.422111511230469,0.009999999776482582,0.0003,5874,,,
0.0,-1.7030357599999997,6892,136,50,5.21,1168,5.172698974609375,8.15999984741211,0.009999999776482582,0.0003,5891,,,
0.0,-2.039099239999999,6911,136,50,5.22,1172,5.080410957336426,8.709070205688477,0.009999999776482582,0.0003,5910,,,
0.0,-1.99056804,6929,136,50,5.17,1176,5.299899578094482,7.824101448059082,0.009999999776482582,0.0003,5928,,,
0.0,-1.8219995,6945,137,50,5.16,1180,4.352807998657227,9.859199523925781,0.009999999776482582,0.0003,5944,,,
0.0,-1.6283839199999994,6963,137,50,5.16,1184,4.393558025360107,8.382085800170898,0.009999999776482582,0.0003,5962,,,
0.0,-1.4974114500000002,6979,137,50,5.1,1188,5.319810390472412,7.224365234375,0.009999999776482582,0.0003,5978,,,
0.0,-1.90232492,6997,138,50,5.12,1192,4.798528671264648,8.786712646484375,0.009999999776482582,0.0003,5996,,,
0.0,-1.4191282600000001,7018,140,50,5.16,1196,5.2131805419921875,9.631893157958984,0.009999999776482582,0.0003,6017,-3.0465769381279495,0.0,4.75
0.0,-1.83068615,7036,140,50,5.16,1200,4.688431262969971,9.174983024597168,0.009999999776482582,0.0003,6035,,,
0.0,-1.5570555699999997,7054,140,50,5.17,1204,5.157295227050781,7.416799068450928,0.009999999776482582,0.0003,6053,,,
0.0,-1.4860975399999998,7072,141,50,5.19,1208,5.507265090942383,9.010642051696777,0.009999999776482582,0.0003,6071,,,
0.0,-1.6013677099999999,7090,141,50,5.18,1212,5.670453071594238,8.291874885559082,0.009999999776482582,0.0003,6089,,,
0.0,-1.63603984,7108,141,50,5.18,1216,5.240139484405518,9.96159553527832,0.009999999776482582,0.0003,6107,,,
0.0,-1.5739099599999997,7124,142,50,5.14,1220,5.929704189300537,8.362048149108887,0.009999999776482582,0.0003,6123,,,
0.0,-1.8336371999999996,7142,142,50,4.9,1224,5.40499210357666,8.603658676147461,0.009999999776482582,0.0003,6141,,,
0.0,-2.16657684,7159,142,50,4.78,1228,5.359606742858887,8.911020278930664,0.009999999776482582,0.0003,6158,,,
0.0,-2.1751665200000003,7177,143,50,4.72,1232,5.234255313873291,8.181800842285156,0.009999999776482582,0.0003,6176,,,
0.0,-1.7722956800000005,7193,143,50,4.7,1236,5.3393635749816895,8.102272987365723,0.009999999776482582,0.0003,6192,,,
0.0,-1.9904217899999999,7211,144,50,4.71,1240,5.569175720214844,7.152210235595703,0.009999999776482582,0.0003,6210,,,
0.0,-2.44003843,7227,144,50,4.71,1244,4.050216197967529,10.065828323364258,0.009999999776482582,0.0003,6226,,,
0.0,-2.86199839,7245,144,50,4.72,1248,5.36836576461792,8.7822904586792,0.009999999776482582,0.0003,6244,,,
0.0,-2.60900872,7262,145,50,4.59,1252,6.311870098114014,7.164213180541992,0.009999999776482582,0.0003,6261,,,
0.0,-2.10010245,7281,145,50,4.49,1256,5.552045822143555,9.354642868041992,0.009999999776482582,0.0003,6280,,,
0.0,-2.1702367900000006,7298,145,50,4.39,1260,5.990036964416504,8.543170928955078,0.009999999776482582,0.0003,6297,,,
0.0,-2.13181629,7314,146,50,4.39,1264,4.91728401184082,7.096678733825684,0.009999999776482582,0.0003,6313,,,
0.0,-2.61646275,7332,146,50,4.4,1268,5.197917461395264,9.432879447937012,0.009999999776482582,0.0003,6331,,,
0.0,-2.20762056,7349,147,49,4.38,1272,4.722733497619629,8.91734504699707,0.009999999776482582,0.0003,6348,,,
0.0,-2.03094231,7365,147,49,4.36,1276,5.986629009246826,7.4225172996521,0.009999999776482582,0.0003,6364,,,
0.0,-2.02430679,7382,147,49,4.37,1280,5.5244646072387695,8.093118667602539,0.009999999776482582,0.0003,6381,,,
0.0,-2.18784476,7401,148,49,4.38,1284,5.030541896820068,8.261307716369629,0.009999999776482582,0.0003,6400,,,
0.0,-2.55664627,7419,148,49,4.4,1288,5.145174503326416,9.424596786499023,0.009999999776482582,0.0003,6418,,,
0.0,-2.3351783100000008,7436,148,49,4.39,1292,5.500510215759277,8.49244499206543,0.009999999776482582,0.0003,6435,,,
0.0,-2.5629069400000004,7452,149,49,4.34,1296,6.132537841796875,7.726941108703613,0.009999999776482582,0.0003,6451,,,
0.0,-1.9997141499999997,7468,149,49,4.32,1300,5.376213073730469,8.307878494262695,0.009999999776482582,0.0003,6467,,,
0.0,-2.2774659999999995,7485,149,49,4.31,1304,4.285429000854492,8.753043174743652,0.009999999776482582,0.0003,6484,,,
0.0,-2.7281513799999995,7503,150,49,4.31,1308,4.9647722244262695,9.584192276000977,0.009999999776482582,0.0003,6502,,,
0.0,-2.81573726,7521,150,49,4.31,1312,5.095599174499512,10.875082015991211,0.009999999776482582,0.0003,6520,,,
0.0,-2.798533140000001,7538,150,49,4.3,1316,5.191961288452148,10.087703704833984,0.009999999776482582,0.0003,6537,,,
0.0,-3.4390019499999998,7557,151,49,4.33,1320,5.2620930671691895,8.98063850402832,0.009999999776482582,0.0003,6556,,,
0.0,-3.19848501,7576,151,49,4.34,1324,6.570280075073242,7.775399684906006,0.009999999776482582,0.0003,6575,,,
0.0,-3.1875706000000004,7594,152,49,4.35,1328,5.724214553833008,7.891870498657227,0.009999999776482582,0.0003,6593,,,
0.0,-2.87324291,7610,152,49,4.33,1332,5.064111232757568,7.960309982299805,0.009999999776482582,0.0003,6609,,,
0.0,-2.8415446700000007,7626,152,49,4.33,1336,4.0847368240356445,10.702402114868164,0.009999999776482582,0.0003,6625,,,
0.0,-3.07714251,7643,153,49,4.32,1340,5.010335922241211,9.586423873901367,0.009999999776482582,0.0003,6642,,,
0.0,-2.76296272,7659,153,49,4.32,1344,5.438211917877197,8.625889778137207,0.009999999776482582,0.0003,6658,,,
0.0,-2.58219751,7677,153,49,4.32,1348,5.990807056427002,8.331428527832031,0.009999999776482582,0.0003,6676,,,
0.0,-2.3054718999999992,7694,154,49,4.32,1352,4.114696025848389,7.876797676086426,0.009999999776482582,0.0003,6693,,,
0.0,-2.759682249999999,7711,154,49,4.3,1356,3.652752637863159,8.270523071289062,0.009999999776482582,0.0003,6710,,,
0.0,-2.82246705,7727,155,49,4.29,1360,6.673022270202637,7.818795204162598,0.009999999776482582,0.0003,6726,,,
0.0,-3.0549605799999995,7744,155,49,4.3,1364,5.126194953918457,8.437307357788086,0.009999999776482582,0.0003,6743,,,
0.0,-3.03858033,7762,155,49,4.3,1368,4.860991477966309,9.787725448608398,0.009999999776482582,0.0003,6761,,,
0.0,-3.2485716199999994,7780,156,49,4.31,1372,6.594013690948486,7.579578876495361,0.009999999776482582,0.0003,6779,,,
0.0,-3.8402102999999994,7797,156,49,4.32,1376,5.746345043182373,8.024063110351562,0.009999999776482582,0.0003,6796,,,
0.0,-4.02679027,7814,156,49,4.32,1380,5.552608489990234,7.550847053527832,0.009999999776482582,0.0003,6813,,,
0.0,-3.765823739999999,7830,157,49,4.29,1384,4.101258277893066,10.506010055541992,0.009999999776482582,0.0003,6829,,,
0.0,-3.5498209999999997,7847,157,49,4.28,1388,4.583193302154541,9.16118049621582,0.009999999776482582,0.0003,6846,,,
0.0,-3.8313660400000007,7863,157,49,4.27,1392,4.779840469360352,8.60175609588623,0.009999999776482582,0.0003,6862,,,
0.0,-3.576391520000001,7879,158,49,4.27,1396,5.100738525390625,8.92177963256836,0.009999999776482582,0.0003,6878,,,
0.0,-4.12091544,7895,158,49,4.27,1400,5.566262245178223,9.799904823303223,0.009999999776482582,0.0003,6894,,,
0.0,-4.091421080000001,7912,158,49,4.27,1404,5.401010036468506,6.973734378814697,0.009999999776482582,0.0003,6911,,,
0.0,-3.392964470000001,7929,159,49,4.26,1408,5.616055965423584,8.978445053100586,0.009999999776482582,0.0003,6928,,,
0.0,-3.3434052100000002,7946,159,49,4.25,1412,4.805851936340332,9.478937149047852,0.009999999776482582,0.0003,6945,,,
0.0,-3.37365457,7962,159,49,4.24,1416,5.667792320251465,7.761845588684082,0.009999999776482582,0.0003,6961,,,
0.0,-2.9171345400000006,7978,160,49,4.21,1420,5.028074741363525,9.926401138305664,0.009999999776482582,0.0003,6977,,,
0.0,-2.6721831000000003,7994,160,49,4.18,1424,4.527540683746338,8.55562686920166,0.009999999776482582,0.0003,6993,,,
0.0,-2.640370839999999,8011,162,49,4.17,1428,5.451895236968994,9.615026473999023,0.009999999776482582,0.0003,7010,-2.2441950861200106,0.0,4.05
0.0,-2.7242062899999997,8027,162,49,4.17,1432,5.118636608123779,9.670804023742676,0.009999999776482582,0.0003,7026,,,
0.0,-2.7892527999999994,8043,162,49,4.17,1436,5.545134544372559,8.631708145141602,0.009999999776482582,0.0003,7042,,,
0.0,-2.56469806,8059,163,49,4.16,1440,5.518091201782227,9.287527084350586,0.009999999776482582,0.0003,7058,,,
0.0,-2.6314317500000004,8076,163,49,4.17,1444,6.093742847442627,8.370408058166504,0.009999999776482582,0.0003,7075,,,
0.0,-3.0376764199999995,8093,163,49,4.16,1448,4.679479122161865,9.815120697021484,0.009999999776482582,0.0003,7092,,,
0.0,-3.0695070199999996,8109,164,49,4.15,1452,5.263999938964844,8.41145133972168,0.009999999776482582,0.0003,7108,,,
0.0,-2.3980951499999996,8126,164,49,4.15,1456,4.404850959777832,8.203022956848145,0.009999999776482582,0.0003,7125,,,
0.0,-2.39252,8143,164,49,4.16,1460,4.724769592285156,8.33198356628418,0.009999999776482582,0.0003,7142,,,
0.0,-2.6338235199999995,8159,165,49,4.15,1464,5.927028179168701,7.296905517578125,0.009999999776482582,0.0003,7158,,,
0.0,-2.17599616,8177,165,49,4.15,1468,6.202804088592529,8.60706901550293,0.009999999776482582,0.0003,7176,,,
0.0,-1.9707740499999997,8193,165,49,4.13,1472,5.022082328796387,8.251931190490723,0.009999999776482582,0.0003,7192,,,
0.0,-1.51102054,8210,166,49,4.13,1476,5.794986248016357,9.290669441223145,0.009999999776482582,0.0003,7209,,,
0.0,-1.3288626099999998,8226,166,49,4.12,1480,5.5652570724487305,8.798234939575195,0.009999999776482582,0.0003,7225,,,
0.0,-1.4179324500000001,8242,166,49,4.12,1484,5.342972755432129,8.387434005737305,0.009999999776482582,0.0003,7241,,,
0.0,-1.6282221400000003,8258,167,49,4.11,1488,5.461880683898926,9.174202919006348,0.009999999776482582,0.0003,7257,,,
0.0,-1.4230467500000001,8274,167,49,4.11,1492,4.500726699829102,8.788854598999023,0.009999999776482582,0.0003,7273,,,
0.0,-1.6444676699999996,8290,168,49,4.11,1496,6.410898685455322,7.802215576171875,0.009999999776482582,0.0003,7289,,,
0.0,-1.4490186600000001,8308,168,49,4.13,1500,4.234793663024902,8.467094421386719,0.009999999776482582,0.0003,7307,,,
0.0,-1.46975865,8324,168,49,4.12,1504,5.74938440322876,8.467785835266113,0.009999999776482582,0.0003,7323,,,
0.0,-1.8945777299999997,8340,169,49,4.11,1508,5.59874153137207,7.829944610595703,0.009999999776482582,0.0003,7339,,,
0.0,-1.4062489599999999,8356,169,49,4.1,1512,4.802277088165283,7.174434661865234,0.009999999776482582,0.0003,7355,,,
0.0,-1.3887867699999996,8373,169,49,4.11,1516,4.7077860832214355,10.345939636230469,0.009999999776482582,0.0003,7372,,,
0.0,-1.57342626,8389,170,49,4.11,1520,6.430937767028809,9.47300910949707,0.009999999776482582,0.0003,7388,,,
0.0,-1.8074995,8406,170,49,4.12,1524,5.246023178100586,7.910515785217285,0.009999999776482582,0.0003,7405,,,
0.0,-1.87153755,8422,170,49,4.11,1528,6.623446464538574,8.820175170898438,0.009999999776482582,0.0003,7421,,,
0.0,-2.2518150400000003,8438,171,49,4.11,1532,4.9329118728637695,8.643993377685547,0.009999999776482582,0.0003,7437,,,
0.0,-2.42270192,8454,171,49,4.11,1536,5.268898010253906,7.507530212402344,0.009999999776482582,0.0003,7453,,,
0.0,-2.37074528,8470,171,49,4.11,1540,5.063459396362305,7.712592601776123,0.009999999776482582,0.0003,7469,,,
0.0,-2.36015268,8486,172,49,4.1,1544,5.2052764892578125,9.935247421264648,0.009999999776482582,0.0003,7485,,,
0.0,-1.64506033,8502,172,49,4.09,1548,4.415088653564453,9.473100662231445,0.009999999776482582,0.0003,7501,,,
0.0,-1.4582353799999999,8519,172,49,4.1,1552,4.172147750854492,9.607845306396484,0.009999999776482582,0.0003,7518,,,
0.0,-1.72977703,8535,173,49,4.09,1556,5.019983768463135,9.403072357177734,0.009999999776482582,0.0003,7534,,,
0.0,-1.7637225899999998,8551,173,49,4.08,1560,5.4632744789123535,8.534934997558594,0.009999999776482582,0.0003,7550,,,
0.0,-1.4757662499999997,8567,173,49,4.08,1564,4.248823165893555,9.25478458404541,0.009999999776482582,0.0003,7566,,,
0.0,-1.70447691,8583,174,49,4.06,1568,4.821052551269531,8.96715259552002,0.009999999776482582,0.0003,7582,,,
0.0,-1.71727444,8599,174,49,4.06,1572,6.067503929138184,8.089282989501953,0.009999999776482582,0.0003,7598,,,
0.0,-1.5497333999999998,8615,175,49,4.05,1576,4.8141632080078125,8.635442733764648,0.009999999776482582,0.0003,7614,,,
0.0,-2.008031,8632,175,49,4.06,1580,3.985812187194824,8.740249633789062,0.009999999776482582,0.0003,7631,,,
0.0,-1.7919780299999999,8648,175,49,4.06,1584,4.614976406097412,9.68078327178955,0.009999999776482582,0.0003,7647,,,
0.0,-1.8299755300000005,8664,176,49,4.06,1588,4.8699750900268555,8.334575653076172,0.009999999776482582,0.0003,7663,,,
0.0,-1.9966223100000002,8680,176,49,4.06,1592,4.978196144104004,8.929725646972656,0.009999999776482582,0.0003,7679,,,
0.0,-2.000195889999999,8696,176,49,4.06,1596,5.558868885040283,7.750340461730957,0.009999999776482582,0.0003,7695,,,
0.0,-1.87290122,8712,177,49,4.04,1600,6.209043025970459,9.606344223022461,0.009999999776482582,0.0003,7711,,,
0.0,-1.56871969,8728,177,49,4.04,1604,4.382826805114746,8.388063430786133,0.009999999776482582,0.0003,7727,,,
0.0,-1.38781124,8745,177,49,4.05,1608,4.790938854217529,9.464295387268066,0.009999999776482582,0.0003,7744,,,
0.0,-1.48655114,8761,178,49,4.05,1612,4.559971809387207,8.285454750061035,0.009999999776482582,0.0003,7760,,,
0.0,-1.6923975100000002,8777,178,49,4.04,1616,5.086977481842041,8.51995849609375,0.009999999776482582,0.0003,7776,,,
0.0,-1.54474374,8793,178,49,4.04,1620,5.0691752433776855,8.277799606323242,0.009999999776482582,0.0003,7792,,,
0.0,-1.7394952200000002,8809,179,49,4.03,1624,4.847700119018555,9.578726768493652,0.009999999776482582,0.0003,7808,,,
0.0,-1.6649662600000001,8825,179,49,4.03,1628,5.263853073120117,9.721054077148438,0.009999999776482582,0.0003,7824,,,
0.0,-1.74942914,8841,180,49,4.03,1632,4.807953834533691,9.12076187133789,0.009999999776482582,0.0003,7840,,,
0.0,-2.21150422,8857,180,49,4.03,1636,4.818881034851074,8.986237525939941,0.009999999776482582,0.0003,7856,,,
0.0,-2.53395041,8873,180,49,4.03,1640,4.5705342292785645,9.099447250366211,0.009999999776482582,0.0003,7872,,,
0.0,-2.2915194100000003,8889,181,49,4.03,1644,4.694806098937988,10.21757698059082,0.009999999776482582,0.0003,7888,,,
0.0,-2.61856768,8905,181,49,4.03,1648,4.891389846801758,8.442794799804688,0.009999999776482582,0.0003,7904,,,
0.0,-2.7715392599999995,8921,181,49,4.02,1652,4.819718837738037,9.157530784606934,0.009999999776482582,0.0003,7920,,,
0.0,-2.95325452,8937,181,49,4.02,1656,3.789322853088379,9.958990097045898,0.009999999776482582,0.0003,7936,,,
0.0,-3.157192400000001,8954,182,49,4.03,1660,5.039934158325195,8.510644912719727,0.009999999776482582,0.0003,7953,,,
0.0,-3.6118544800000008,8970,182,49,4.03,1664,4.783763885498047,8.083526611328125,0.009999999776482582,0.0003,7969,,,
0.0,-3.5571749200000005,8987,183,49,4.04,1668,4.072275161743164,9.885477066040039,0.009999999776482582,0.0003,7986,,,
0.0,-3.98077747,9003,184,48,4.04,1672,5.038568496704102,9.192384719848633,0.009999999776482582,0.0003,8002,-2.2659442669692513,0.0,4.05
0.0,-4.576856179999999,9019,184,48,4.04,1676,5.168455123901367,10.533733367919922,0.009999999776482582,0.0003,8018,,,
0.0,-4.50879791,9035,185,48,4.03,1680,4.089067459106445,8.317220687866211,0.009999999776482582,0.0003,8034,,,
0.0,-4.5139501200000005,9051,185,48,4.03,1684,4.524928569793701,8.824944496154785,0.009999999776482582,0.0003,8050,,,
0.0,-4.21106753,9067,185,48,4.03,1688,4.795495510101318,10.387256622314453,0.009999999776482582,0.0003,8066,,,
0.0,-4.40645635,9083,186,48,4.03,1692,5.92370080947876,9.076974868774414,0.009999999776482582,0.0003,8082,,,
0.0,-4.36779528,9099,186,48,4.03,1696,4.733358383178711,10.203187942504883,0.009999999776482582,0.0003,8098,,,
0.0,-4.186658920000001,9115,186,48,4.03,1700,5.7306365966796875,8.906580924987793,0.009999999776482582,0.0003,8114,,,
0.0,-4.26687875,9131,187,48,4.03,1704,3.660831928253174,8.779718399047852,0.009999999776482582,0.0003,8130,,,
0.0,-3.9747410100000007,9148,187,48,4.03,1708,5.836267471313477,8.665654182434082,0.009999999776482582,0.0003,8147,,,
0.0,-4.32295564,9164,187,48,4.03,1712,5.969468116760254,9.417530059814453,0.009999999776482582,0.0003,8163,,,
0.0,-4.28835707,9180,187,48,4.03,1716,4.241037368774414,7.748630523681641,0.009999999776482582,0.0003,8179,,,
0.0,-4.1102615600000005,9197,188,48,4.04,1720,5.15897274017334,9.475114822387695,0.009999999776482582,0.0003,8196,,,
0.0,-3.6334798799999994,9214,188,48,4.05,1724,5.8662285804748535,8.74094009399414,0.009999999776482582,0.0003,8213,,,
0.0,-3.2608094199999997,9230,189,48,4.05,1728,4.4936652183532715,8.919912338256836,0.009999999776482582,0.0003,8229,,,
0.0,-2.7723906400000002,9246,189,48,4.05,1732,5.420858860015869,8.70827865600586,0.009999999776482582,0.0003,8245,,,
0.0,-2.7114619400000004,9262,189,48,4.05,1736,3.873623847961426,8.554305076599121,0.009999999776482582,0.0003,8261,,,
0.0,-2.5916624800000005,9278,189,48,4.05,1740,4.489384174346924,10.754402160644531,0.009999999776482582,0.0003,8277,,,
0.0,-2.63132109,9294,190,48,4.05,1744,4.165349006652832,9.42264175415039,0.009999999776482582,0.0003,8293,,,
0.0,-2.8068134,9310,190,48,4.05,1748,4.5718584060668945,9.788559913635254,0.009999999776482582,0.0003,8309,,,
0.0,-2.84580947,9327,191,48,4.06,1752,4.995007038116455,7.939215660095215,0.009999999776482582,0.0003,8326,,,
0.0,-3.02226224,9343,191,48,4.06,1756,4.746098518371582,8.254638671875,0.009999999776482582,0.0003,8342,,,
0.0,-2.7462465199999997,9359,191,48,4.05,1760,6.533326148986816,8.988195419311523,0.009999999776482582,0.0003,8358,,,
0.0,-2.74909526,9376,192,48,4.06,1764,5.178463459014893,10.604795455932617,0.009999999776482582,0.0003,8375,,,
0.0,-3.09317946,9392,192,48,4.05,1768,5.266061305999756,8.208066940307617,0.009999999776482582,0.0003,8391,,,
0.0,-2.87087316,9408,192,48,4.05,1772,5.2137451171875,9.639045715332031,0.009999999776482582,0.0003,8407,,,
0.0,-2.49403242,9424,193,48,4.05,1776,5.8008131980896,8.90658187866211,0.009999999776482582,0.0003,8423,,,
0.0,-2.23866944,9440,193,48,4.05,1780,5.6554646492004395,8.503557205200195,0.009999999776482582,0.0003,8439,,,
0.0,-2.1661316299999998,9456,193,48,4.05,1784,4.446932315826416,10.248647689819336,0.009999999776482582,0.0003,8455,,,
