rollout/success_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,time/episodes,train/actor_loss,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,eval/mean_reward,eval/success_rate,eval/mean_ep_length
0.0,-4.583793729999999,786,8,90,6.19,128,,,,,,,,
0.0,-4.31655455,805,8,90,6.09,132,,,,,,,,
0.0,-4.55234639,836,9,91,6.05,136,,,,,,,,
0.0,-4.226452699999999,855,9,91,5.94,140,,,,,,,,
0.0,-4.19850558,871,9,90,5.92,144,,,,,,,,
0.0,-4.242845599999999,903,9,91,5.9,148,,,,,,,,
0.0,-4.271213459999999,929,10,91,5.83,152,,,,,,,,
0.0,-3.91408684,949,10,91,5.76,156,,,,,,,,
0.0,-4.25066266,987,10,91,5.97,160,,,,,,,,
0.0,-4.6792668299999995,1017,14,71,6.09,164,0.1994345337152481,14.850570678710938,0.009999999776482582,0.0003,16,-20.037409261050577,0.0,16.0
0.0,-4.854145460000001,1035,14,70,5.95,168,0.40704697370529175,13.588031768798828,0.009999999776482582,0.0003,34,,,
0.0,-4.789806699999999,1052,15,70,5.89,172,0.4616769552230835,12.705589294433594,0.009999999776482582,0.0003,51,,,
0.0,-5.387552080000001,1068,15,69,5.81,176,0.46976935863494873,11.527448654174805,0.009999999776482582,0.0003,67,,,
0.0,-5.372825939999999,1084,15,69,5.64,180,0.44708940386772156,10.510896682739258,0.009999999776482582,0.0003,83,,,
